DIVA;PlatformText;Municipality;MunicipalityID;Longitude;Latitude
60203558;Groß-Enzersdorf, Stadtmauer;Groß-Enzersdorf;43008021;16.5493032;48.2051285
60203573;Musikschule;Gerasdorf bei Wien;43012035;16.4696495;48.2977527
60203615;Lokalbahn;Guntramsdorf;43017010;16.3123006;48.0485342
60203671;Stammersdorfer Straße;Hagenbrunn;43012006;16.4040635;48.3194892
60203673;Laudongasse;Steinbach bei Wien;43019050;16.1921779;48.2344023
60203674;Steinbachstraße;Mauerbach;43019050;16.1941273;48.2330919
60203895;Kledering, Bahnhof;Kledering;43007040;16.4397267;48.1324491
60203896;Gärtnergasse;Kledering;43007040;16.4450447;48.1309682
60203897;Kledering, Kirche;Kledering;43007040;16.4353968;48.1321313
60204092;Kledering, Bahnhofplatz;Kledering;43007040;16.4384151;48.1319035
60204164;Südstadt Bahnhof;Maria Enzersdorf;43017016;16.3147979;48.0965178
60204302;Eigenheimsiedlung Haltestelle;Eigenheimsiedlung;43006039;16.3041439;48.0395796
60204304;Lokalbahn;Möllersdorf;43006039;16.3001554;48.0278119
60204319;Florianiplatz;Gerasdorf bei Wien;43012035;16.4680236;48.2995873
60204331;Lokalbahn;Neu-Guntramsdorf;43017010;16.3135403;48.0637312
60204349;Teichgasse;Gerasdorf bei Wien;43012035;16.4700628;48.298918
60204536;Rennplatz;Pfaffstätten;43006025;16.2609799;48.0081632
60204601;Sanatorium Bhf.;Purkersdorf bei Wien;43019052;16.2012778;48.2063498
60204710;Schwechat, Bahnhof;Schwechat;43007040;16.4820373;48.1432877
60204714;Alanovaplatz;Schwechat;43007040;16.4718504;48.1426883
60204718;Schwechat, Brauerei;Schwechat;43007040;16.4692094;48.1453437
60204719;Ehrenbrunngasse;Schwechat;43007040;16.4787585;48.1390617
60204723;Hauptplatz;Schwechat;43007040;16.4771864;48.1400388
60204730;Volksbank;Schwechat;43007040;16.4727936;48.1432698
60204735;Schwechat, Rathausplatz;Schwechat;43007040;16.4761174;48.1412077
60204799;Abzw. Sofienalpe;Exelberg;43021044;16.236366;48.250005
60204808;Schwechat, Möhringgasse;Schwechat;43007040;16.4797736;48.1407162
60204842;Am Waldfriedhof;Schwechat;43007040;16.4883704;48.1387619
60204859;Berggasse;Steinbach bei Wien;43019050;16.1951154;48.245686
60204860;Lebereckstraße;Steinbach bei Wien;43019050;16.1960047;48.2478934
60204861;Feuerwehr;Steinbach bei Wien;43019050;16.1923935;48.2367538
60205001;Lokalbahn;Traiskirchen;43006039;16.2905973;48.0152484
60205022;Bahnhof;Tribuswinkel;43006039;16.2697385;48.0077845
60205096;Kirche;Steinbach bei Wien;43019050;16.193705;48.241247
60205132;SCS;Vösendorf;43017023;16.3155435;48.1115567
60205133;Vösendorf-Siebenhirten;Vösendorf;43017023;16.319029;48.1255179
60205200;Griesfeld;Wiener Neudorf;43017025;16.3128845;48.0778795
60205201;Bahnhof;Wiener Neudorf;43017025;16.3140523;48.0870075
60205326;Talgasse;Allerheiligenbg/Wien;43019050;16.192672;48.2390394
60205671;Schwechat, Hauptplatz;Schwechat;43007040;16.4776805;48.140866
60205809;Melkergründe;Baden bei Wien;43006004;16.2585185;48.0040642
60205921;Schwechat, Plankenwehrstraße;Schwechat;43007040;16.4747969;48.1417952
60205960;Schwechat, Wiener Straße;Schwechat;43007040;16.4728386;48.1432338
60205962;Mozartweg;Gerasdorf bei Wien;43012035;16.4487278;48.2882139
60205964;Blumenweg;Gerasdorf bei Wien;43012035;16.4515485;48.2892121
60205965;Anzengruberweg;Gerasdorf bei Wien;43012035;16.4548004;48.2903597
60205982;Johann-Kaller-Gasse;Gerasdorf bei Wien;43012035;16.4583577;48.2916328
60205987;Dr.-Theodor-Körner-Gasse;Gerasdorf bei Wien;43012035;16.4622564;48.2930134
60205995;Westliche Scheunenstraße;Gerasdorf bei Wien;43012035;16.4657149;48.2950574
60205996;Grenzweg;Gerasdorf bei Wien;43012035;16.440634;48.2962347
60206055;Landesklinikum;Baden bei Wien;43006004;16.2557068;47.999436
60206130;Ulmengasse;Langenzersdorf;43012014;16.3645916;48.2878134
60209100;Tarifpunkt HS - Handelskai;Wien;49000001;16.3709516;48.25549
60209999;Raffaelg., Wallensteinpl.;Wien;49000001;16.372371;48.2306026
60214198;Secession/Friedrichstraße;Wien;49000001;16.3663433;48.2003147
60251351;Roßkopfgasse/Hainbachgasse;Wien;49000001;16.2168456;48.2459851
60251352;Hainbachgasse;Wien;49000001;16.2170343;48.2467868
60251353;Laskywiesengasse;Wien;49000001;16.2186063;48.2475883
60251354;Hinterhainbach;Wien;49000001;16.2188489;48.2487668
60251355;Roßkopfgasse;Wien;49000001;16.2192711;48.2472175
60251356;Trollwiese;Wien;49000001;16.2069282;48.2411154
60259901;(AST)Phillipsgasse SD;Wien;49000001;16.308905;48.1898894
60259902;(AST)Khevenhüllerstraße SD;Wien;49000001;16.3069467;48.2435324
60259903;(AST)Breitenleer Str./A.weg SD;Wien;49000001;16.4801149;48.2514765
60259904;(AST)Neueßling SD;Wien;49000001;16.5321723;48.2491795
60259905;(AST)Messe-Prater SD;Wien;49000001;16.4057434;48.217915
60259906;(AST)Praterbrücke SD;Wien;49000001;16.4337708;48.2037395
60259907;(AST)Kaserngasse SD;Wien;49000001;16.2591832;48.1487781
60259908;(AST)Pumgasse SD;Wien;49000001;16.2717956;48.1359983
60259909;(AST)Kronawettergasse SD;Wien;49000001;16.3962212;48.1547054
60259910;(AST)Süßenbrunn S SD;Wien;49000001;16.4846694;48.2847948
60259911;(AST)Bettelheimstraße SD;Wien;49000001;16.4922511;48.2789543
60259912;(AST)Spinozagasse SD;Wien;49000001;16.2984486;48.2241754
60259913;(AST)Erzherzog-Karl-Straße SD;Wien;49000001;16.4531026;48.2288194
60259914;(AST)Oberfeldgasse SD;Wien;49000001;16.4712485;48.2455066
60259915;(AST)Himberger Straße SD;Wien;49000001;16.3833843;48.143048
60259916;(AST)Gustav-Pick-Gasse SD;Wien;49000001;16.3260359;48.2420068
60259917;(AST)Hardtgasse SD;Wien;49000001;16.3487902;48.2370649
60259918;(AST)Grinzinger Straße;Wien;49000001;16.3652024;48.2547483
60259919;(AST)Spittelau SD;Wien;49000001;16.3570637;48.2365803
60259920;(AST)Steinsee SD;Wien;49000001;16.3208975;48.1514931
60259921;(AST)Siebenhirten SD;Wien;49000001;16.3086445;48.1304646
