DIVA;PlatformText;Municipality;MunicipalityID;Longitude;Latitude
60200001;Schrankenberggasse;Wien;49000001;16.3898073;48.1738011
60200002;Achengasse;Wien;49000001;16.4489254;48.2844601
60200003;Ada-Christen-Gasse;Wien;49000001;16.3860433;48.1528296
60200004;Adam-Betz-Gasse;Wien;49000001;16.5354691;48.2155806
60200005;Adamovichgasse;Wien;49000001;16.3386213;48.1426643
60200006;Adolf-Loos-Gasse;Wien;49000001;16.4541985;48.2773939
60200007;Adolf-Unger-Gasse;Wien;49000001;16.3858816;48.1486762
60200008;Afritschgasse;Wien;49000001;16.4516922;48.2470978
60200009;Agavenweg;Wien;49000001;16.5064805;48.2510997
60200010;Neustift, Agnesgasse;Wien;49000001;16.3075665;48.2504477
60200011;Aignerstraße;Wien;49000001;16.3749491;48.2462843
60200012;Auf der Schmelz;Wien;49000001;16.3166215;48.2036497
60200013;Morzinplatz;Wien;49000001;16.374491;48.2131144
60200014;Alaudagasse;Wien;49000001;16.3823243;48.1538904
60200015;Albern;Wien;49000001;16.4849299;48.1600507
60200016;Alberner Hafen;Wien;49000001;16.4945508;48.1583969
60200017;Alberner Hafenzufahrtsstraße;Wien;49000001;16.4724792;48.1720937
60200018;Alberner Straße;Wien;49000001;16.4845346;48.1563654
60200019;Albertgasse;Wien;49000001;16.3440381;48.2106062
60200020;Albertinaplatz;Wien;49000001;16.3685352;48.2049608
60200021;Carminweg;Wien;49000001;16.4210597;48.2531812
60200022;Algenweg;Wien;49000001;16.5314806;48.2487967
60200023;Allerheiligengasse;Wien;49000001;16.3863847;48.2387881
60200024;Allissen;Wien;49000001;16.4306806;48.2863609
60200025;Alois-Behr-Straße;Wien;49000001;16.2412169;48.2058409
60200026;Alsegger Straße;Wien;49000001;16.324365;48.2316857
60200027;Alser Straße;Wien;49000001;16.3419989;48.2171429
60200028;Aichholzgasse;Wien;49000001;16.3240596;48.1803484
60200029;Alserbachstraße;Wien;49000001;16.3549526;48.2247859
60200030;Altdorferstraße;Wien;49000001;16.3493741;48.1686968
60200031;Alte Donau;Wien;49000001;16.4242307;48.2379564
60200032;Ratschkygasse;Wien;49000001;16.3236104;48.177599
60200033;Altes Landgut;Wien;49000001;16.3834292;48.1616626
60200034;Althanstraße;Wien;49000001;16.359552;48.2288373
60200035;Altmannsdorfer Straße;Wien;49000001;16.3166125;48.1655993
60200036;Pfeiffenbergergasse;Wien;49000001;16.2610068;48.1946622
60200037;Am Fasangarten;Wien;49000001;16.3045931;48.171255
60200038;Zanggasse;Wien;49000001;16.4844448;48.2388
60200039;Am Heidjöchl;Wien;49000001;16.4878943;48.2370829
60200040;Am Himmelreich;Wien;49000001;16.4378941;48.1639635
60200041;Am Hundsturm;Wien;49000001;16.3481704;48.1876795
60200042;Am Kanal;Wien;49000001;16.4101002;48.1700208
60200043;Am Kanal, Hasenleitengasse;Wien;49000001;16.4184276;48.1636759
60200044;Am Modenapark;Wien;49000001;16.3826208;48.1990992
60200045;Am Platz;Wien;49000001;16.3014849;48.1860564
60200046;Am Rosenhügel;Wien;49000001;16.2908938;48.1618783
60200047;Reichsbrücke;Wien;49000001;16.4124179;48.2298367
60200048;Am Schöpfwerk;Wien;49000001;16.3246076;48.1612312
60200049;Am Spiegeln;Wien;49000001;16.2821981;48.1522782
60200050;Am Spitz;Wien;49000001;16.3973801;48.2582053
60200051;Am Tabor;Wien;49000001;16.3834742;48.2251031
60200052;Fünfhausgasse;Wien;49000001;16.3354412;48.1890869
60200053;Gesundheitszentrum Süd;Wien;49000001;16.3451341;48.169907
60200054;Ameisbachzeile;Wien;49000001;16.2921604;48.2013266
60200055;Ameisgasse;Wien;49000001;16.2995176;48.1938538
60200056;Neubaugasse;Wien;49000001;16.3502006;48.1982909
60200057;Ammerweg;Wien;49000001;16.2604768;48.2185136
60200058;Amongasse;Wien;49000001;16.4694519;48.2301838
60200059;An den Steinfeldern;Wien;49000001;16.2981162;48.1373112
60200060;An den alten Schanzen;Wien;49000001;16.4898437;48.2263838
60200061;An den langen Lüssen;Wien;49000001;16.3419091;48.2526549
60200062;An der Bien;Wien;49000001;16.4802946;48.2069425
60200063;An der Niederhaid;Wien;49000001;16.2697385;48.2041346
60200064;Upsalagasse;Wien;49000001;16.3800516;48.1500967
60200065;Liebhartstal;Wien;49000001;16.2919089;48.2157482
60200066;Angermayergasse;Wien;49000001;16.2649235;48.1843914
60200067;Rudolfsheim, Anschützgasse;Wien;49000001;16.3230535;48.1903745
60200068;Anton-Bosch-Gasse;Wien;49000001;16.3875166;48.2694419
60200069;Anton-Böck-Gasse;Wien;49000001;16.3897803;48.2964021
60200070;Anton-Krieger-Gasse;Wien;49000001;16.2703852;48.1428202
60200071;Doningasse;Wien;49000001;16.4412089;48.2518294
60200072;Anton-Störck-Gasse;Wien;49000001;16.3863667;48.2649392
60200073;Antonigasse;Wien;49000001;16.3297818;48.2259529
60200074;Anzengruberstraße;Wien;49000001;16.2238256;48.2139345
60200075;Apostelgasse;Wien;49000001;16.3981347;48.2004883
60200076;Aquäduktgasse;Wien;49000001;16.2720202;48.1337201
60200077;Arbeitergasse, Gürtel;Wien;49000001;16.3459605;48.184056
60200078;Donaupark Nord;Wien;49000001;16.4141067;48.2432393
60200079;Argentinierstraße;Wien;49000001;16.3767188;48.1885359
60200080;Armbrustergasse;Wien;49000001;16.3555365;48.2539109
60200081;Arminenstraße;Wien;49000001;16.4375887;48.2362811
60200082;Arndtstraße;Wien;49000001;16.337184;48.1837685
60200083;Breitenlee, Arnikaweg;Wien;49000001;16.4798634;48.2514466
60200084;Arsenal;Wien;49000001;16.3842108;48.1836248
60200085;Artariastraße;Wien;49000001;16.2813447;48.2424436
60200086;Arthaberplatz;Wien;49000001;16.3721644;48.1724951
60200087;Artillerieplatz;Wien;49000001;16.4727218;48.1639455
60200088;Aspernallee;Wien;49000001;16.4451974;48.1970215
60200089;Asperner Heldenplatz;Wien;49000001;16.4831782;48.2168316
60200090;Frederick-Loewe-Weg;Wien;49000001;16.4816331;48.2380462
60200092;Atzgersdorf Friedhof;Wien;49000001;16.2979276;48.1437253
60200093;Atzgersdorf, Kirchenplatz;Wien;49000001;16.2942714;48.1476154
60200094;Atzgersdorf;Wien;49000001;16.2887468;48.1472617
60200095;An der Liesing;Wien;49000001;16.264097;48.1389478
60200096;Atzgersdorfer Straße;Wien;49000001;16.2963645;48.1705121
60200098;Auernheimergasse;Wien;49000001;16.5181136;48.2031467
60200099;Augasse;Wien;49000001;16.357441;48.229711
60200100;Broßmannplatz;Wien;49000001;16.3983682;48.2519789
60200101;Aumannplatz;Wien;49000001;16.3365641;48.2281611
60200102;Autokaderstraße;Wien;49000001;16.3880106;48.2774477
60200103;Aßmayergasse;Wien;49000001;16.337714;48.1787251
60200104;Bacherplatz;Wien;49000001;16.3568571;48.1882424
60200105;Badeteich Süßenbrunn;Wien;49000001;16.4878045;48.2777407
60200106;Badgasse;Wien;49000001;16.2239962;48.2090138
60200107;Rettichgasse;Wien;49000001;16.2622465;48.201584
60200108;Duchekgasse;Wien;49000001;16.5175477;48.2091875
60200109;Barawitzkagasse;Wien;49000001;16.3556803;48.2446212
60200110;Barichgasse;Wien;49000001;16.3948648;48.198231
60200111;Morelligasse;Wien;49000001;16.4041354;48.2504297
60200112;Bauernfeldplatz;Wien;49000001;16.3607198;48.2208777
60200113;Hochsatzengasse;Wien;49000001;16.2771046;48.1968538
60200114;Baumgartner Friedhof, 3. Tor;Wien;49000001;16.2790719;48.2014224
60200115;Baumgasse;Wien;49000001;16.4047552;48.1932909
60200116;Nußdorf, Beethovengang;Wien;49000001;16.3630554;48.259545
60200117;Belgradplatz;Wien;49000001;16.3607378;48.1742803
60200118;Bellevuestraße;Wien;49000001;16.3284434;48.248689
60200119;Jedlesee, Bellgasse;Wien;49000001;16.3869596;48.2626368
60200120;Belvederegasse;Wien;49000001;16.3719577;48.1901469
60200121;Benatzkygasse;Wien;49000001;16.4396099;48.2299444
60200122;Berggasse;Wien;49000001;16.3617349;48.2180646
60200123;Bergmillergasse;Wien;49000001;16.2567758;48.2013745
60200124;Yppengasse;Wien;49000001;16.3356658;48.2147127
60200125;Theodor-Körner-Gasse;Wien;49000001;16.4076568;48.2497179
60200127;Fernkorngasse;Wien;49000001;16.3635675;48.1740647
60200128;Bernreiterplatz;Wien;49000001;16.4063453;48.2814054
60200129;Mühlschüttel;Wien;49000001;16.410729;48.2491975
60200130;Berzeliusgasse;Wien;49000001;16.4104955;48.2756542
60200131;Franz-Eder-Weg;Wien;49000001;16.4345074;48.1772456
60200132;Anton-Schall-Gasse;Wien;49000001;16.4157147;48.2890208
60200133;Bettelheimstraße;Wien;49000001;16.4924937;48.2789962
60200134;Bernoullistraße;Wien;49000001;16.4370317;48.2401701
60200135;Döblinger Hauptstraße, Gatterburggasse;Wien;49000001;16.3546023;48.2389137
60200136;Laxenburger Straße, Gudrunstraße;Wien;49000001;16.3737544;48.1783597
60200137;Bezirksamt Margareten;Wien;49000001;16.3549976;48.1906739
60200138;Bibernellweg;Wien;49000001;16.4790998;48.2472534
60200139;Kretschekgasse;Wien;49000001;16.2836893;48.2246422
60200140;Schierlinggrundbrücke;Wien;49000001;16.4648076;48.2087085
60200141;Alberner Hafenzufahrtsstraße West;Wien;49000001;16.4703772;48.1733458
60200142;Bischoffgasse;Wien;49000001;16.3219935;48.1833792
60200143;Bischofgasse;Wien;49000001;16.3975238;48.1380845
60200144;Blaasstraße;Wien;49000001;16.341972;48.2371128
60200145;Blechturmgasse;Wien;49000001;16.3682747;48.1843555
60200146;Bleibtreustraße;Wien;49000001;16.4490332;48.1779764
60200147;Blériotgasse;Wien;49000001;16.4256411;48.1709734
60200148;Blindengasse;Wien;49000001;16.3404808;48.2109714
60200149;Blumengasse;Wien;49000001;16.3317312;48.2214942
60200150;Hetmanekgasse;Wien;49000001;16.3169719;48.1373172
60200151;Bognergasse;Wien;49000001;16.3682657;48.2101393
60200152;Bohattaweg;Wien;49000001;16.2297095;48.1379406
60200153;Borkowskigasse;Wien;49000001;16.3306263;48.2370889
60200155;Maculangasse, Wagramer Straße;Wien;49000001;16.4536865;48.2624873
60200156;Braillegasse;Wien;49000001;16.295062;48.2027097
60200157;Brandstätte;Wien;49000001;16.3705384;48.210265
60200158;Braungasse;Wien;49000001;16.296095;48.2269523
60200159;Grimmgasse;Wien;49000001;16.3283625;48.1869069
60200160;Braunhubergasse;Wien;49000001;16.4186701;48.1717882
60200161;Braunschweiggasse;Wien;49000001;16.2954572;48.1894881
60200162;Scheffelstraße;Wien;49000001;16.4055458;48.2516619
60200163;Breiteneckergasse;Wien;49000001;16.3294135;48.1441869
60200164;Breitenlee Friedhof;Wien;49000001;16.4929159;48.2511655
60200165;Breitenlee Ort;Wien;49000001;16.4975871;48.2511954
60200166;Breitensee;Wien;49000001;16.3063628;48.198243
60200167;Roschégasse;Wien;49000001;16.4502908;48.1539323
60200168;Bretschneidergasse;Wien;49000001;16.3481254;48.2542399
60200169;Brigittagasse;Wien;49000001;16.3747246;48.2332774
60200170;Brigittaplatz;Wien;49000001;16.3703318;48.2326431
60200171;Brockhausengasse;Wien;49000001;16.4770067;48.2076908
60200172;Brunnengasse;Wien;49000001;16.3354323;48.2090498
60200173;Brunnengasse;Wien;49000001;16.3359443;48.2110911
60200174;Brunner Straße, Erlaaer Straße;Wien;49000001;16.2968137;48.1461948
60200175;Brückengasse;Wien;49000001;16.3476044;48.1913027
60200176;Brünner Straße;Wien;49000001;16.4037042;48.2677557
60200177;Bergtaidingweg;Wien;49000001;16.3973172;48.1466084
60200178;Brünnlbadgasse;Wien;49000001;16.3457359;48.2153951
60200179;Brüßlgasse;Wien;49000001;16.3207089;48.2059966
60200180;Bubergasse;Wien;49000001;16.4514766;48.2704524
60200181;Buchbindergasse;Wien;49000001;16.2697834;48.1637119
60200182;Grünhaufenbrücke;Wien;49000001;16.4522222;48.1922609
60200183;Computerstr., Gutheil-Schoder-Gasse;Wien;49000001;16.3370672;48.159883
60200184;Hütteldorf, Bujattigasse;Wien;49000001;16.2551408;48.2026318
60200185;Bundesbad Alte Donau;Wien;49000001;16.4209698;48.2400086
60200186;Bunsengasse;Wien;49000001;16.3909931;48.2632588
60200187;Burgersteingasse;Wien;49000001;16.2979545;48.202566
60200188;Burggasse-Stadthalle;Wien;49000001;16.3373097;48.2022965
60200189;Hüttelbergstr., Campingplatz;Wien;49000001;16.2495443;48.2145092
60200190;Burgring;Wien;49000001;16.3637202;48.2039251
60200191;Burgstall;Wien;49000001;16.3613486;48.2699442
60200192;Rathausplatz, Burgtheater;Wien;49000001;16.3606569;48.2104446
60200193;Bärenmühldurchgang;Wien;49000001;16.3662894;48.1995124
60200194;Börnergasse;Wien;49000001;16.3316324;48.2475644
60200195;Börse;Wien;49000001;16.3660019;48.2155627
60200196;Bösendorferstraße/Karlsplatz U;Wien;49000001;16.3705923;48.2012967
60200197;Camillo-Sitte-Gasse;Wien;49000001;16.3273025;48.2050027
60200198;Breitenfurter Str./Willergasse;Wien;49000001;16.2571171;48.1379646
60200199;Gerbergasse;Wien;49000001;16.2994278;48.149839
60200200;Wolfersbergbrücke;Wien;49000001;16.2535149;48.2112827
60200201;Campingplatzweg;Wien;49000001;16.4805641;48.2757438
60200202;Canisiusgasse;Wien;49000001;16.3548089;48.2280474
60200203;Carabelligasse;Wien;49000001;16.4108099;48.2802157
60200204;Carlbergergasse;Wien;49000001;16.2979545;48.1412137
60200205;Castelligasse;Wien;49000001;16.3583393;48.1886377
60200206;Celtesgasse;Wien;49000001;16.2971191;48.2517576
60200207;Hafen Freudenau;Wien;49000001;16.4723804;48.1786053
60200208;Chimanistraße;Wien;49000001;16.3437686;48.23953
60200209;Cobenzl Parkplatz;Wien;49000001;16.3214365;48.2639884
60200210;Cobenzlgasse;Wien;49000001;16.3305095;48.2636355
60200211;Columbusplatz;Wien;49000001;16.3736915;48.182361
60200212;Computerstraße;Wien;49000001;16.3420169;48.1576358
60200213;Concordiaplatz;Wien;49000001;16.3700623;48.2137011
60200214;Corvinusgasse;Wien;49000001;16.2806889;48.1444626
60200215;Cottagegasse;Wien;49000001;16.3418193;48.2338638
60200216;Cottagestraße;Wien;49000001;16.2262959;48.2151317
60200217;Czartoryskigasse;Wien;49000001;16.3274462;48.227808
60200218;Dahliengasse;Wien;49000001;16.444901;48.2869108
60200219;Dammstraße;Wien;49000001;16.3752546;48.2346895
60200220;Dampfkraftwerk;Wien;49000001;16.4609179;48.1974765
60200221;Dampfschiffhaufen;Wien;49000001;16.4322257;48.2171369
60200222;Danzergasse;Wien;49000001;16.4884064;48.2087804
60200223;Daphneweg;Wien;49000001;16.5302499;48.244352
60200224;Daringergasse;Wien;49000001;16.3347316;48.2466312
60200225;Davidgasse;Wien;49000001;16.3563271;48.1754724
60200226;Deindorfstraße;Wien;49000001;16.5432395;48.2169274
60200227;Deißenhofergasse;Wien;49000001;16.2801679;48.1584088
60200228;Heizwerkstraße;Wien;49000001;16.3587435;48.1396072
60200229;Dietmayrgasse;Wien;49000001;16.3685531;48.2392129
60200230;Dirnelwiese;Wien;49000001;16.3792611;48.2930254
60200231;Dobrowskygasse;Wien;49000001;16.3319737;48.1434855
60200232;Zehdengasse;Wien;49000001;16.4381816;48.2594911
60200233;Dommayergasse;Wien;49000001;16.298781;48.1864517
60200234;Donauinsel;Wien;49000001;16.4109806;48.2289989
60200235;Floridsdorfer Brücke;Wien;49000001;16.3878669;48.2485993
60200236;Donaustadtstraße;Wien;49000001;16.4436882;48.2336843
60200237;Donauwarte;Wien;49000001;16.3459785;48.2845557
60200238;Siebeckstraße;Wien;49000001;16.4346512;48.2418333
60200239;Dopschstraße;Wien;49000001;16.4388283;48.2692386
60200240;Dorfmeistergasse;Wien;49000001;16.2961759;48.1645267
60200241;Dornbacher Straße;Wien;49000001;16.3018712;48.2281611
60200242;Dostalgasse;Wien;49000001;16.2632885;48.159835
60200243;Dostgasse;Wien;49000001;16.2531735;48.2201535
60200244;Dr.-Adolf-Schärf-Heim;Wien;49000001;16.3698826;48.2458296
60200245;Stubentor;Wien;49000001;16.3802761;48.2070682
60200246;Ring, Volkstheater;Wien;49000001;16.3598574;48.2067808
60200247;Dr.-Neumann-Gasse;Wien;49000001;16.2882258;48.1381804
60200248;Dr.-Schober-Straße;Wien;49000001;16.2728736;48.1667316
60200249;Draugasse;Wien;49000001;16.4386307;48.2854703
60200250;Dunantgasse;Wien;49000001;16.3889269;48.2600294
60200251;Dänenstraße;Wien;49000001;16.3345519;48.2371008
60200252;Döblinger Bad;Wien;49000001;16.3569828;48.2511595
60200253;Döblinger Friedhof;Wien;49000001;16.3285781;48.2393445
60200254;Döblinger Steg;Wien;49000001;16.3654;48.2407744
60200255;Dörmanngasse;Wien;49000001;16.5341486;48.2226673
60200256;Kraftwerk Simmering;Wien;49000001;16.4299081;48.1835828
60200257;Eberstorferweg;Wien;49000001;16.2800601;48.1546515
60200258;Edelsteingasse;Wien;49000001;16.4256051;48.262296
60200259;Edenstraße;Wien;49000001;16.2463284;48.2148025
60200260;Strebersdorf, Edmund-Hawranek-Pl.;Wien;49000001;16.3865464;48.2914057
60200261;Eduard-Kittenberger-Gasse;Wien;49000001;16.3032187;48.1368196
60200262;Albrechtskreithgasse;Wien;49000001;16.3204663;48.2192797
60200263;Egon-Friedell-Gasse;Wien;49000001;16.4364119;48.2738904
60200264;Eibesbrunnergasse;Wien;49000001;16.3374624;48.1710333
60200265;Eibischweg;Wien;49000001;16.4765845;48.2446391
60200266;Eichbachgasse;Wien;49000001;16.2472896;48.2219491
60200267;Eichenstraße;Wien;49000001;16.3498412;48.1804263
60200268;Einsiedeleigasse;Wien;49000001;16.2643486;48.1833852
60200269;Einsiedlerplatz;Wien;49000001;16.3494729;48.1852599
60200270;Luzegasse;Wien;49000001;16.4501561;48.1608237
60200271;Eipeldauer Straße;Wien;49000001;16.4365915;48.2630794
60200272;Eisenstadtplatz;Wien;49000001;16.3845701;48.1694757
60200273;Eisstoßgasse;Wien;49000001;16.4409124;48.217933
60200274;Elderschplatz;Wien;49000001;16.4122562;48.2179449
60200275;Elsbeergasse;Wien;49000001;16.2544042;48.2184836
60200276;Elterleinplatz;Wien;49000001;16.3310575;48.2181784
60200277;Embelgasse;Wien;49000001;16.3522667;48.1826904
60200278;Endemanngasse;Wien;49000001;16.2904356;48.1530933
60200279;Therese-Ammon-Park;Wien;49000001;16.3927897;48.2333193
60200280;Brigittenauer Brücke;Wien;49000001;16.3892234;48.236329
60200281;Englisch-Feld-Gasse;Wien;49000001;16.5363315;48.20981
60200282;Donaumarina;Wien;49000001;16.4309681;48.2061223
60200283;Erdbergstraße, Schlachthausgasse;Wien;49000001;16.4079712;48.1952909
60200285;Erlaaer Straße;Wien;49000001;16.3165317;48.1418491
60200286;Erlachplatz;Wien;49000001;16.3690023;48.1786353
60200287;Erndtgasse;Wien;49000001;16.3226582;48.2373222
60200288;Erzherzog-Karl-Straße;Wien;49000001;16.4532283;48.2295674
60200289;Erdberg;Wien;49000001;16.4139989;48.1915243
60200290;Donaustadtbrücke;Wien;49000001;16.4401309;48.2117915
60200291;Eselstiege;Wien;49000001;16.2868154;48.2243909
60200292;Eslarngasse;Wien;49000001;16.3958799;48.1967281
60200293;Esterházygasse;Wien;49000001;16.3508923;48.1951113
60200294;Etrichstraße;Wien;49000001;16.4614389;48.1484365
60200295;Daumegasse;Wien;49000001;16.3745539;48.1639336
60200296;Evangelischer Friedhof;Wien;49000001;16.3602437;48.1798572
60200297;Eßling, Schule;Wien;49000001;16.5263602;48.2140902
60200298;Eßling Friedhof;Wien;49000001;16.5316513;48.216263
60200299;Aspernstraße;Wien;49000001;16.4749586;48.2226373
60200300;Fasangasse;Wien;49000001;16.3850282;48.1884101
60200301;Heiligenstadt, 12.-Februar-Platz;Wien;49000001;16.3627141;48.2489283
60200302;Diesterweggasse;Wien;49000001;16.3063358;48.1937579
60200303;Wattmanngasse, Elisabethallee;Wien;49000001;16.2952147;48.1764668
60200304;Döblinger Friedhof, Felix-Dahn-Str.;Wien;49000001;16.3260808;48.2400325
60200305;Felmayergasse;Wien;49000001;16.4320371;48.2719532
60200306;Fendigasse;Wien;49000001;16.3557881;48.1839362
60200307;Sonnleithnergasse;Wien;49000001;16.3630105;48.1789827
60200308;Gspöttgraben;Wien;49000001;16.314753;48.255783
60200309;Fernsprechamt Heiligenstadt;Wien;49000001;16.3597766;48.2540784
60200310;Ferry-Dusika-Stadion;Wien;49000001;16.4267909;48.2097502
60200311;Feuerwache Am Steinhof;Wien;49000001;16.2780569;48.2153352
60200312;Feuerwache Grinzing;Wien;49000001;16.3324948;48.2615305
60200314;Fickeysstraße;Wien;49000001;16.4237097;48.1670432
60200315;Filmteichstraße;Wien;49000001;16.3968501;48.1526258
60200316;Finsterbuschstraße Nord;Wien;49000001;16.4978297;48.1734596
60200317;Billgasse;Wien;49000001;16.4833578;48.2244388
60200318;Löschniggasse;Wien;49000001;16.4805371;48.222763
60200319;1. Haidequerstraße Mitte;Wien;49000001;16.4291984;48.1824927
60200320;Dammhaufengasse;Wien;49000001;16.4470749;48.195752
60200321;Pfarrgasse/Traviatagasse;Wien;49000001;16.3431308;48.1424845
60200322;Zimbagasse;Wien;49000001;16.2190735;48.2061821
60200323;Auhof;Wien;49000001;16.2182021;48.2075651
60200324;1. Haidequerstraße Süd;Wien;49000001;16.428363;48.1812349
60200325;Giefinggasse;Wien;49000001;16.4259016;48.26824
60200326;Firma Perfekta;Wien;49000001;16.308905;48.1365798
60200327;Kaltenleutgebner Straße 16/141;Wien;49000001;16.2292604;48.1273407
60200328;Heinrich-von-Buol-Gasse;Wien;49000001;16.4257938;48.265005
60200329;Fischergrund;Wien;49000001;16.4409214;48.2160834
60200330;Fichtnergasse;Wien;49000001;16.2888816;48.1871225
60200331;Florian-Geyer-Gasse;Wien;49000001;16.3918015;48.1569347
60200332;Florian-Hedorfer-Straße;Wien;49000001;16.4312555;48.1656172
60200333;Florianigasse;Wien;49000001;16.345682;48.2127912
60200334;Floridsdorf;Wien;49000001;16.4002996;48.2567938
60200335;Lafitegasse;Wien;49000001;16.2695318;48.175143
60200336;Flotowgasse;Wien;49000001;16.3383608;48.2405889
60200337;Flugfeldstraße;Wien;49000001;16.5043335;48.2156584
60200338;Baumgartner Friedhof, 5. Tor;Wien;49000001;16.2788564;48.2038353
60200339;Flötzersteigbrücke;Wien;49000001;16.2906423;48.2067389
60200340;Mauerbachstraße/Baumschule;Wien;49000001;16.2178967;48.2181245
60200341;Forsthausgasse;Wien;49000001;16.375021;48.2452493
60200342;Frachtenbahnhof Lobau;Wien;49000001;16.4753449;48.1878891
60200343;Franz-Asenbauer-Gasse;Wien;49000001;16.2712566;48.1547414
60200344;Klinik Favoriten;Wien;49000001;16.348889;48.1749153
60200345;Franz-Josefs-Bahnhof;Wien;49000001;16.361151;48.2259888
60200346;Klinik Landstraße;Wien;49000001;16.3908583;48.1966442
60200347;Franz-Pletersky-Weg;Wien;49000001;16.4507131;48.213288
60200348;Franzensbrücke;Wien;49000001;16.3915231;48.2138148
60200349;Franzosenweg;Wien;49000001;16.3827914;48.1401527
60200350;Forchheimergasse;Wien;49000001;16.3078091;48.1409559
60200351;Freesienweg;Wien;49000001;16.2428968;48.2044819
60200352;Freiheitsplatz;Wien;49000001;16.4162447;48.3014339
60200353;Freihofsiedlung;Wien;49000001;16.4502729;48.2425273
60200354;Kraftwerk Freudenau;Wien;49000001;16.4791357;48.1744241
60200355;Freyenthurmgasse;Wien;49000001;16.2567578;48.2054877
60200357;Friedensbrücke;Wien;49000001;16.364879;48.2270301
60200358;Baumgarten;Wien;49000001;16.2714902;48.1990633
60200359;Friedensgasse;Wien;49000001;16.4024645;48.2032545
60200360;Mariabrunn Kirche;Wien;49000001;16.2310031;48.2077627
60200361;Friedjunggasse;Wien;49000001;16.4190385;48.16503
60200362;Obkirchergasse;Wien;49000001;16.3419989;48.2457698
60200363;Friedrich-Engels-Platz;Wien;49000001;16.3797282;48.2442742
60200364;Friedstraße;Wien;49000001;16.4046385;48.2454408
60200365;Frödenplatz;Wien;49000001;16.3586537;48.1553047
60200366;Frömmlgasse;Wien;49000001;16.3921249;48.2562495
60200367;Fröschelgasse;Wien;49000001;16.3209514;48.251973
60200368;Flurschützstraße, Längenfeldgasse;Wien;49000001;16.3400676;48.1793541
60200369;Fultonstraße;Wien;49000001;16.4145469;48.253241
60200370;Funkengerngasse;Wien;49000001;16.2936516;48.2153951
60200371;Seegasse;Wien;49000001;16.3614115;48.2229725
60200372;Ottakringer Friedhof;Wien;49000001;16.3015208;48.2140782
60200373;Kaltenleutgebner Straße 10/63;Wien;49000001;16.2463194;48.1318256
60200374;Kaltenleutgebner Straße 137;Wien;49000001;16.2329075;48.1291215
60200375;Salvigasse;Wien;49000001;16.4335013;48.2964439
60200376;Gatterburggasse;Wien;49000001;16.3491405;48.2395898
60200377;Gattergasse;Wien;49000001;16.422461;48.1608417
60200378;Gatterhölzl;Wien;49000001;16.3187595;48.1758798
60200379;Gaudenzdorfer Gürtel;Wien;49000001;16.3430949;48.1872423
60200380;Gaußplatz;Wien;49000001;16.3699096;48.226282
60200381;Gaßmannstraße;Wien;49000001;16.3130642;48.1742623
60200382;Geiereckstraße;Wien;49000001;16.3996259;48.1750351
60200383;Geistingergasse;Wien;49000001;16.3628129;48.2455365
60200384;Gellertplatz;Wien;49000001;16.3826387;48.1750112
60200385;Gemeindeberggasse;Wien;49000001;16.2645372;48.1812169
60200386;Opelwerk;Wien;49000001;16.5031297;48.2177115
60200387;Genochplatz;Wien;49000001;16.4559323;48.229322
60200388;Brünner Straße, Hanreitergasse;Wien;49000001;16.4130108;48.2841432
60200389;Gerhardusgasse;Wien;49000001;16.3662534;48.2316977
60200390;Geringergasse;Wien;49000001;16.4259645;48.1680018
60200391;Gernotgasse;Wien;49000001;16.5330436;48.2197405
60200392;Geroldgasse;Wien;49000001;16.2835366;48.2391231
60200393;Gersthof;Wien;49000001;16.3291171;48.2311591
60200394;Ehrenpreisgasse;Wien;49000001;16.4612772;48.2180228
60200395;Gersthofer Friedhof;Wien;49000001;16.3165407;48.2299743
60200396;Getreidemarkt;Wien;49000001;16.3629297;48.2018116
60200397;Geusaugasse;Wien;49000001;16.3945414;48.2041286
60200399;Zippererstraße;Wien;49000001;16.4111243;48.1794978
60200400;Heinrich-Drimmel-Platz;Wien;49000001;16.3911188;48.187949
60200401;Ghelengasse;Wien;49000001;16.2595066;48.1803005
60200403;Gladiolenweg;Wien;49000001;16.4790549;48.2375496
60200404;Glanzing;Wien;49000001;16.3217509;48.2431854
60200405;Glatzgasse;Wien;49000001;16.353174;48.2333492
60200406;Glawatschweg;Wien;49000001;16.2661901;48.1636759
60200407;Glockengasse;Wien;49000001;16.3818752;48.2177953
60200408;Gloriettegasse;Wien;49000001;16.2920616;48.1829959
60200409;Glossystraße;Wien;49000001;16.2360786;48.2123782
60200410;Gobergasse;Wien;49000001;16.2687952;48.1792163
60200411;Goethehof;Wien;49000001;16.4190385;48.2294896
60200412;Gogolgasse;Wien;49000001;16.2766375;48.182367
60200413;Goldhammergasse;Wien;49000001;16.322757;48.1443067
60200414;Gotthelfgasse;Wien;49000001;16.4726858;48.2272754
60200415;Graben, Petersplatz;Wien;49000001;16.3695682;48.2091575
60200416;Graf-Seilern-Gasse;Wien;49000001;16.3087613;48.1710872
60200417;Grasbergergasse;Wien;49000001;16.4004254;48.1861942
60200418;Grasgasse;Wien;49000001;16.282243;48.2298905
60200419;Gredlerstraße;Wien;49000001;16.3798719;48.2140064
60200420;Gregor-Mendel-Straße;Wien;49000001;16.3377769;48.234139
60200421;Gregorygasse;Wien;49000001;16.3054465;48.1572523
