pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time
"at:49:166:0:7_at:49:166:5_stairs_1","at:49:166:0:7","at:49:166:5","2","1","120"
"at:49:166:0:3_at:49:166:6_stairs_1","at:49:166:0:3","at:49:166:6","2","1","240"
"at:49:166:0:7_at:49:166:6_stairs_1","at:49:166:0:7","at:49:166:6","2","1","240"
"at:49:166:2_at:49:166:4_walkway_1","at:49:166:2","at:49:166:4","1","1","120"
"at:49:166:2_at:49:166:6_walkway_1","at:49:166:2","at:49:166:6","1","1","60"
"at:44:41272:0:2_at:44:41272:5_walkway_1","at:44:41272:0:2","at:44:41272:5","1","1","30"
"at:44:41272:0:1_at:44:41272:5_walkway_1","at:44:41272:0:1","at:44:41272:5","1","1","30"
"at:44:41272:0:11_at:44:41272:5_walkway_1","at:44:41272:0:11","at:44:41272:5","1","1","60"
"at:44:41272:0:11_at:44:41272:3_walkway_1","at:44:41272:0:11","at:44:41272:3","1","1","60"
"at:44:41272:3_at:44:41272:5_walkway_1","at:44:41272:3","at:44:41272:5","1","1","60"
"at:44:41272:0:2_at:44:41272:0:1_walkway_1","at:44:41272:0:2","at:44:41272:0:1","1","1","120"
"at:41:3186:0:1_at:41:3186:3_walkway_1","at:41:3186:0:1","at:41:3186:3","1","1","120"
"at:41:3186:0:1_at:41:3186:4_walkway_1","at:41:3186:0:1","at:41:3186:4","1","1","120"
"at:41:3186:3_at:41:3186:4_walkway_1","at:41:3186:3","at:41:3186:4","1","1","120"
"at:41:4109:0:4_at:41:4109:2_walkway_1","at:41:4109:0:4","at:41:4109:2","1","1","180"
"at:41:4109:0:4_at:41:4109:3_walkway_1","at:41:4109:0:4","at:41:4109:3","1","1","120"
"at:41:4109:0:4_at:41:4109:4_walkway_1","at:41:4109:0:4","at:41:4109:4","1","1","180"
"at:41:4109:2_at:41:4109:3_walkway_1","at:41:4109:2","at:41:4109:3","1","1","60"
"at:41:4109:2_at:41:4109:4_walkway_1","at:41:4109:2","at:41:4109:4","1","1","120"
"at:41:4109:3_at:41:4109:4_walkway_1","at:41:4109:3","at:41:4109:4","1","1","120"
"at:43:7162:0:1_at:43:7162:2_walkway_1","at:43:7162:0:1","at:43:7162:2","1","1","180"
"at:43:7162:0:3_at:43:7162:2_walkway_1","at:43:7162:0:3","at:43:7162:2","1","1","180"
"at:43:7162:0:1_at:43:7162:3_walkway_1","at:43:7162:0:1","at:43:7162:3","1","1","120"
"at:43:7162:0:3_at:43:7162:3_walkway_1","at:43:7162:0:3","at:43:7162:3","1","1","120"
"at:43:7162:0:1_at:43:7162:4_walkway_1","at:43:7162:0:1","at:43:7162:4","1","1","180"
"at:43:7162:0:3_at:43:7162:4_walkway_1","at:43:7162:0:3","at:43:7162:4","1","1","180"
"at:43:7162:2_at:43:7162:3_walkway_1","at:43:7162:2","at:43:7162:3","1","1","60"
"at:43:7162:2_at:43:7162:4_walkway_1","at:43:7162:2","at:43:7162:4","1","1","120"
"at:43:7162:3_at:43:7162:4_walkway_1","at:43:7162:3","at:43:7162:4","1","1","120"
"at:43:7162:0:1_at:43:7162:0:3_walkway_1","at:43:7162:0:1","at:43:7162:0:3","1","1","120"
"at:46:942:0:2_at:46:942:4_stairs_1","at:46:942:0:2","at:46:942:4","2","1","60"
"at:46:942:0:2_at:46:942:4_walkway_1","at:46:942:0:2","at:46:942:4","1","1","300"
"at:46:942:2_at:46:942:4_walkway_1","at:46:942:2","at:46:942:4","1","1","180"
"at:46:942:2_at:46:942:0:1_walkway_1","at:46:942:2","at:46:942:0:1","1","1","180"
"at:46:942:0:1_at:46:942:4_stairs_1","at:46:942:0:1","at:46:942:4","2","1","60"
"at:46:942:0:1_at:46:942:4_walkway_1","at:46:942:0:1","at:46:942:4","1","1","300"
"at:44:48000:0:21_at:44:48000:5_walkway_1","at:44:48000:0:21","at:44:48000:5","1","1","120"
"at:44:48000:0:2_at:44:48000:3_walkway_1","at:44:48000:0:2","at:44:48000:3","1","1","90"
"at:44:48000:0:3_at:44:48000:3_walkway_1","at:44:48000:0:3","at:44:48000:3","1","1","90"
"at:44:48000:0:1_at:44:48000:3_walkway_1","at:44:48000:0:1","at:44:48000:3","1","1","90"
"at:44:48000:0:2_at:44:48000:5_walkway_1","at:44:48000:0:2","at:44:48000:5","1","1","60"
"at:44:48000:0:3_at:44:48000:5_walkway_1","at:44:48000:0:3","at:44:48000:5","1","1","60"
"at:44:48000:0:1_at:44:48000:5_walkway_1","at:44:48000:0:1","at:44:48000:5","1","1","60"
"at:44:48000:3_at:44:48000:5_walkway_1","at:44:48000:3","at:44:48000:5","1","1","60"
"at:44:48000:4_at:44:48000:5_walkway_1","at:44:48000:4","at:44:48000:5","1","1","60"
"at:44:48000:0:2_at:44:48000:0:3_walkway_1","at:44:48000:0:2","at:44:48000:0:3","1","1","120"
"at:44:48171:0:2_at:44:48171:9_stairs_1","at:44:48171:0:2","at:44:48171:9","2","1","60"
"at:44:48171:0:1_at:44:48171:9_stairs_1","at:44:48171:0:1","at:44:48171:9","2","1","60"
"at:44:48171:0:2_at:44:48171:9_walkway_1","at:44:48171:0:2","at:44:48171:9","1","1","90"
"at:44:48171:0:1_at:44:48171:9_walkway_1","at:44:48171:0:1","at:44:48171:9","1","1","90"
"at:44:48171:2_at:44:48171:3_walkway_1","at:44:48171:2","at:44:48171:3","1","1","60"
"at:44:48171:2_at:44:48171:5_walkway_1","at:44:48171:2","at:44:48171:5","1","1","60"
"at:44:48171:2_at:44:48171:7_walkway_1","at:44:48171:2","at:44:48171:7","1","1","60"
"at:44:48171:3_at:44:48171:9_stairs_1","at:44:48171:3","at:44:48171:9","2","1","60"
"at:44:48171:3_at:44:48171:9_walkway_1","at:44:48171:3","at:44:48171:9","1","1","120"
"at:44:48171:3_at:44:48171:5_walkway_1","at:44:48171:3","at:44:48171:5","1","1","60"
"at:44:48171:3_at:44:48171:7_walkway_1","at:44:48171:3","at:44:48171:7","1","1","60"
"at:44:48171:4_at:44:48171:9_stairs_1","at:44:48171:4","at:44:48171:9","2","1","60"
"at:44:48171:4_at:44:48171:9_walkway_1","at:44:48171:4","at:44:48171:9","1","1","120"
"at:44:48171:4_at:44:48171:6_walkway_1","at:44:48171:4","at:44:48171:6","1","1","60"
"at:44:48171:4_at:44:48171:8_walkway_1","at:44:48171:4","at:44:48171:8","1","1","60"
"at:44:48171:0:2_at:44:48171:0:1_walkway_1","at:44:48171:0:2","at:44:48171:0:1","1","1","120"
"at:41:4177:0:3_at:41:4177:6_stairs_1","at:41:4177:0:3","at:41:4177:6","2","1","90"
"at:41:4177:0:1_at:41:4177:6_stairs_1","at:41:4177:0:1","at:41:4177:6","2","1","90"
"at:41:4177:0:3_at:41:4177:6_elevator_1","at:41:4177:0:3","at:41:4177:6","5","1","120"
"at:41:4177:0:1_at:41:4177:6_elevator_1","at:41:4177:0:1","at:41:4177:6","5","1","120"
"at:41:4177:2_at:41:4177:3_walkway_1","at:41:4177:2","at:41:4177:3","1","1","60"
"at:41:4177:2_at:41:4177:4_walkway_1","at:41:4177:2","at:41:4177:4","1","1","120"
"at:41:4177:2_at:41:4177:6_stairs_1","at:41:4177:2","at:41:4177:6","2","1","90"
"at:41:4177:2_at:41:4177:6_elevator_1","at:41:4177:2","at:41:4177:6","5","1","120"
"at:41:4177:3_at:41:4177:4_walkway_1","at:41:4177:3","at:41:4177:4","1","1","120"
"at:41:4177:3_at:41:4177:6_stairs_1","at:41:4177:3","at:41:4177:6","2","1","30"
"at:41:4177:3_at:41:4177:6_elevator_1","at:41:4177:3","at:41:4177:6","5","1","120"
"at:41:4177:4_at:41:4177:6_stairs_1","at:41:4177:4","at:41:4177:6","2","1","90"
"at:41:4177:4_at:41:4177:6_elevator_1","at:41:4177:4","at:41:4177:6","5","1","120"
"at:41:4177:5_at:41:4177:6_stairs_1","at:41:4177:5","at:41:4177:6","2","1","90"
"at:41:4177:5_at:41:4177:6_elevator_1","at:41:4177:5","at:41:4177:6","5","1","120"
"at:41:4177:0:3_at:41:4177:0:1_walkway_1","at:41:4177:0:3","at:41:4177:0:1","1","1","120"
"at:44:49650:0:1_at:44:49650:5_walkway_1","at:44:49650:0:1","at:44:49650:5","1","1","60"
"at:44:49650:2_at:44:49650:5_walkway_1","at:44:49650:2","at:44:49650:5","1","1","60"
"at:44:49650:2_at:44:49650:3_walkway_1","at:44:49650:2","at:44:49650:3","1","1","60"
"at:44:49650:2_at:44:49650:4_walkway_1","at:44:49650:2","at:44:49650:4","1","1","60"
"at:44:49650:3_at:44:49650:5_walkway_1","at:44:49650:3","at:44:49650:5","1","1","60"
"at:44:49650:4_at:44:49650:5_walkway_1","at:44:49650:4","at:44:49650:5","1","1","60"
"at:44:49210:0:2_at:44:49210:7_walkway_1","at:44:49210:0:2","at:44:49210:7","1","1","60"
"at:44:49210:0:2_at:44:49210:6_walkway_1","at:44:49210:0:2","at:44:49210:6","1","1","60"
"at:44:49210:2_at:44:49210:7_walkway_1","at:44:49210:2","at:44:49210:7","1","1","60"
"at:44:49210:2_at:44:49210:6_walkway_1","at:44:49210:2","at:44:49210:6","1","1","120"
"at:44:49210:2_at:44:49210:3_walkway_1","at:44:49210:2","at:44:49210:3","1","1","120"
"at:44:49210:2_at:44:49210:4_walkway_1","at:44:49210:2","at:44:49210:4","1","1","120"
"at:44:49210:2_at:44:49210:5_walkway_1","at:44:49210:2","at:44:49210:5","1","1","120"
"at:44:49210:3_at:44:49210:6_walkway_1","at:44:49210:3","at:44:49210:6","1","1","60"
"at:44:49210:3_at:44:49210:4_walkway_1","at:44:49210:3","at:44:49210:4","1","1","60"
"at:44:49210:3_at:44:49210:5_walkway_1","at:44:49210:3","at:44:49210:5","1","1","60"
"at:44:49210:4_at:44:49210:6_walkway_1","at:44:49210:4","at:44:49210:6","1","1","60"
"at:44:49210:5_at:44:49210:6_walkway_1","at:44:49210:5","at:44:49210:6","1","1","60"
"at:43:4674:0:1_at:43:4674:3_walkway_1","at:43:4674:0:1","at:43:4674:3","1","1","120"
"at:43:4674:2_at:43:4674:3_walkway_1","at:43:4674:2","at:43:4674:3","1","1","60"
"at:44:43510:0:1_at:44:43510:5_walkway_1","at:44:43510:0:1","at:44:43510:5","1","1","60"
"at:44:43510:2_at:44:43510:4_walkway_1","at:44:43510:2","at:44:43510:4","1","1","90"
"at:44:43510:2_at:44:43510:3_walkway_1","at:44:43510:2","at:44:43510:3","1","1","90"
"at:44:43510:2_at:44:43510:5_walkway_1","at:44:43510:2","at:44:43510:5","1","1","60"
"at:44:43510:3_at:44:43510:5_walkway_1","at:44:43510:3","at:44:43510:5","1","1","90"
"at:44:43510:4_at:44:43510:5_walkway_1","at:44:43510:4","at:44:43510:5","1","1","90"
"at:44:44410:0:1_at:44:44410:5_walkway_1","at:44:44410:0:1","at:44:44410:5","1","1","60"
"at:44:44410:2_at:44:44410:4_walkway_1","at:44:44410:2","at:44:44410:4","1","1","60"
"at:44:44410:2_at:44:44410:5_walkway_1","at:44:44410:2","at:44:44410:5","1","1","60"
"at:44:44410:2_at:44:44410:6_walkway_1","at:44:44410:2","at:44:44410:6","1","1","90"
"at:44:44410:2_at:44:44410:3_walkway_1","at:44:44410:2","at:44:44410:3","1","1","60"
"at:44:44410:3_at:44:44410:5_walkway_1","at:44:44410:3","at:44:44410:5","1","1","90"
"at:44:44410:4_at:44:44410:5_walkway_1","at:44:44410:4","at:44:44410:5","1","1","90"
"at:44:44410:5_at:44:44410:6_walkway_1","at:44:44410:5","at:44:44410:6","1","1","120"
"at:44:42431:0:1_at:44:42431:5_walkway_1","at:44:42431:0:1","at:44:42431:5","1","1","30"
"at:44:42431:0:2_at:44:42431:5_walkway_1","at:44:42431:0:2","at:44:42431:5","1","1","30"
"at:44:42431:2_at:44:42431:3_walkway_1","at:44:42431:2","at:44:42431:3","1","1","60"
"at:44:42431:2_at:44:42431:5_walkway_1","at:44:42431:2","at:44:42431:5","1","1","60"
"at:44:42431:2_at:44:42431:4_walkway_1","at:44:42431:2","at:44:42431:4","1","1","60"
"at:44:42431:3_at:44:42431:5_walkway_1","at:44:42431:3","at:44:42431:5","1","1","60"
"at:44:42431:4_at:44:42431:5_walkway_1","at:44:42431:4","at:44:42431:5","1","1","60"
"at:44:42431:0:1_at:44:42431:0:2_walkway_1","at:44:42431:0:1","at:44:42431:0:2","1","1","120"
"at:47:3876:0:3_at:47:3876:2_walkway_1","at:47:3876:0:3","at:47:3876:2","1","1","540"
"at:47:3876:0:3_at:47:3876:31_walkway_1","at:47:3876:0:3","at:47:3876:31","1","1","180"
"at:47:3876:2_at:47:3876:31_walkway_1","at:47:3876:2","at:47:3876:31","1","1","210"
"at:42:3823:1_at:42:3823:0:1_walkway_1","at:42:3823:1","at:42:3823:0:1","1","1","120"
"at:42:3823:1_at:42:3823:9_walkway_1","at:42:3823:1","at:42:3823:9","1","1","180"
"at:42:3823:1_at:42:3823:10_walkway_1","at:42:3823:1","at:42:3823:10","1","1","90"
"at:42:3823:0:1_at:42:3823:9_walkway_1","at:42:3823:0:1","at:42:3823:9","1","1","180"
"at:42:3823:0:1_at:42:3823:10_walkway_1","at:42:3823:0:1","at:42:3823:10","1","1","90"
"at:42:3823:9_at:42:3823:10_walkway_1","at:42:3823:9","at:42:3823:10","1","1","120"
"at:42:3823:10_at:42:3823:11_walkway_1","at:42:3823:10","at:42:3823:11","1","1","120"
"at:42:3862:1_at:42:3862:9_walkway_1","at:42:3862:1","at:42:3862:9","1","1","180"
"at:42:3862:0:2_at:42:3862:9_walkway_1","at:42:3862:0:2","at:42:3862:9","1","1","120"
"at:42:3862:9_at:42:3862:10_walkway_1","at:42:3862:9","at:42:3862:10","1","1","120"
"at:42:3862:9_at:42:3862:11_walkway_1","at:42:3862:9","at:42:3862:11","1","1","120"
"at:44:46321:0:1_at:44:46321:2_walkway_1","at:44:46321:0:1","at:44:46321:2","1","1","60"
"at:44:46321:0:1_at:44:46321:6_walkway_1","at:44:46321:0:1","at:44:46321:6","1","1","60"
"at:44:46321:0:1_at:44:46321:7_walkway_1","at:44:46321:0:1","at:44:46321:7","1","1","120"
"at:44:46321:2_at:44:46321:3_walkway_1","at:44:46321:2","at:44:46321:3","1","1","60"
"at:44:46321:2_at:44:46321:5_walkway_1","at:44:46321:2","at:44:46321:5","1","1","30"
"at:44:46321:2_at:44:46321:7_walkway_1","at:44:46321:2","at:44:46321:7","1","1","60"
"at:44:46321:3_at:44:46321:5_walkway_1","at:44:46321:3","at:44:46321:5","1","1","30"
"at:44:46321:4_at:44:46321:5_walkway_1","at:44:46321:4","at:44:46321:5","1","1","60"
"at:44:46321:4_at:44:46321:6_walkway_1","at:44:46321:4","at:44:46321:6","1","1","60"
"at:44:46321:5_at:44:46321:6_walkway_1","at:44:46321:5","at:44:46321:6","1","1","30"
"at:44:46321:6_at:44:46321:7_walkway_1","at:44:46321:6","at:44:46321:7","1","1","60"
"at:41:4732:0:4_at:41:4732:3_walkway_1","at:41:4732:0:4","at:41:4732:3","1","1","120"
"at:41:4732:0:4_at:41:4732:4_walkway_1","at:41:4732:0:4","at:41:4732:4","1","1","240"
"at:41:4732:2_at:41:4732:3_walkway_1","at:41:4732:2","at:41:4732:3","1","1","60"
"at:41:4732:2_at:41:4732:4_walkway_0","at:41:4732:2","at:41:4732:4","1","0","180"
"at:41:4732:4_at:41:4732:2_walkway_0","at:41:4732:4","at:41:4732:2","1","0","240"
"at:41:4732:3_at:41:4732:4_walkway_0","at:41:4732:3","at:41:4732:4","1","0","120"
"at:41:4732:4_at:41:4732:3_walkway_0","at:41:4732:4","at:41:4732:3","1","0","180"
"at:41:4732:3_at:41:4732:5_walkway_1","at:41:4732:3","at:41:4732:5","1","1","30"
"at:43:4231:0:7_at:43:4231:3_walkway_1","at:43:4231:0:7","at:43:4231:3","1","1","120"
"at:43:4231:0:7_at:43:4231:2_walkway_1","at:43:4231:0:7","at:43:4231:2","1","1","180"
"at:43:4231:2_at:43:4231:3_walkway_1","at:43:4231:2","at:43:4231:3","1","1","60"
"at:43:4231:2_at:43:4231:4_walkway_1","at:43:4231:2","at:43:4231:4","1","1","180"
"at:43:4231:3_at:43:4231:4_walkway_1","at:43:4231:3","at:43:4231:4","1","1","180"
"at:46:7438:0:3_at:46:7438:2_walkway_1","at:46:7438:0:3","at:46:7438:2","1","1","120"
"at:45:56183:1_at:45:56183:0:4_walkway_1","at:45:56183:1","at:45:56183:0:4","1","1","60"
"at:45:56183:1_at:45:56183:5_walkway_1","at:45:56183:1","at:45:56183:5","1","1","120"
"at:45:56183:1_at:45:56183:7_walkway_1","at:45:56183:1","at:45:56183:7","1","1","60"
"at:45:56183:1_at:45:56183:10_walkway_1","at:45:56183:1","at:45:56183:10","1","1","60"
"at:45:56183:0:3_at:45:56183:3_walkway_1","at:45:56183:0:3","at:45:56183:3","1","1","120"
"at:45:56183:0:3_at:45:56183:6_stairs_1","at:45:56183:0:3","at:45:56183:6","2","1","90"
"at:45:56183:0:3_at:45:56183:9_walkway_1","at:45:56183:0:3","at:45:56183:9","1","1","60"
"at:45:56183:0:3_at:45:56183:8_walkway_1","at:45:56183:0:3","at:45:56183:8","1","1","120"
"at:45:56183:0:3_at:45:56183:12_walkway_1","at:45:56183:0:3","at:45:56183:12","1","1","120"
"at:45:56183:3_at:45:56183:5_walkway_1","at:45:56183:3","at:45:56183:5","1","1","120"
"at:45:56183:3_at:45:56183:9_walkway_1","at:45:56183:3","at:45:56183:9","1","1","60"
"at:45:56183:3_at:45:56183:8_walkway_1","at:45:56183:3","at:45:56183:8","1","1","120"
"at:45:56183:3_at:45:56183:11_walkway_1","at:45:56183:3","at:45:56183:11","1","1","180"
"at:45:56183:0:4_at:45:56183:6_stairs_1","at:45:56183:0:4","at:45:56183:6","2","1","90"
"at:45:56183:0:4_at:45:56183:7_walkway_1","at:45:56183:0:4","at:45:56183:7","1","1","120"
"at:45:56183:0:4_at:45:56183:10_walkway_1","at:45:56183:0:4","at:45:56183:10","1","1","60"
"at:45:56183:7_at:45:56183:10_walkway_1","at:45:56183:7","at:45:56183:10","1","1","120"
"at:45:56183:8_at:45:56183:9_walkway_1","at:45:56183:8","at:45:56183:9","1","1","60"
"at:45:56183:8_at:45:56183:11_walkway_1","at:45:56183:8","at:45:56183:11","1","1","120"
"at:45:56183:8_at:45:56183:12_walkway_1","at:45:56183:8","at:45:56183:12","1","1","120"
"at:45:56183:9_at:45:56183:11_walkway_1","at:45:56183:9","at:45:56183:11","1","1","120"
"at:45:56183:9_at:45:56183:12_walkway_1","at:45:56183:9","at:45:56183:12","1","1","60"
"at:45:56408:0:1_at:45:56408:2_walkway_1","at:45:56408:0:1","at:45:56408:2","1","1","300"
"at:45:56408:0:2_at:45:56408:2_walkway_1","at:45:56408:0:2","at:45:56408:2","1","1","300"
"at:45:56408:0:1_at:45:56408:0:2_walkway_1","at:45:56408:0:1","at:45:56408:0:2","1","1","300"
"at:46:1770:0:3_at:46:1770:2_walkway_1","at:46:1770:0:3","at:46:1770:2","1","1","180"
"at:46:1770:0:2_at:46:1770:2_walkway_1","at:46:1770:0:2","at:46:1770:2","1","1","180"
"at:46:1770:0:3_at:46:1770:0:2_walkway_1","at:46:1770:0:3","at:46:1770:0:2","1","1","120"
"at:44:45750:0:2_at:44:45750:5_walkway_1","at:44:45750:0:2","at:44:45750:5","1","1","60"
"at:44:45750:0:1_at:44:45750:5_walkway_1","at:44:45750:0:1","at:44:45750:5","1","1","60"
"at:44:45750:0:22_at:44:45750:3_walkway_1","at:44:45750:0:22","at:44:45750:3","1","1","60"
"at:44:45750:0:21_at:44:45750:3_walkway_1","at:44:45750:0:21","at:44:45750:3","1","1","60"
"at:44:45750:0:22_at:44:45750:5_walkway_1","at:44:45750:0:22","at:44:45750:5","1","1","120"
"at:44:45750:0:21_at:44:45750:5_walkway_1","at:44:45750:0:21","at:44:45750:5","1","1","120"
"at:44:45750:3_at:44:45750:5_walkway_1","at:44:45750:3","at:44:45750:5","1","1","120"
"at:44:45750:0:2_at:44:45750:0:1_walkway_1","at:44:45750:0:2","at:44:45750:0:1","1","1","120"
"at:44:45750:0:22_at:44:45750:0:21_walkway_1","at:44:45750:0:22","at:44:45750:0:21","1","1","60"
"at:41:4821:0:1_at:41:4821:2_walkway_1","at:41:4821:0:1","at:41:4821:2","1","1","120"
"at:41:4821:0:1_at:41:4821:3_walkway_1","at:41:4821:0:1","at:41:4821:3","1","1","120"
"at:41:4821:0:1_at:41:4821:4_walkway_1","at:41:4821:0:1","at:41:4821:4","1","1","180"
"at:41:4821:2_at:41:4821:3_walkway_1","at:41:4821:2","at:41:4821:3","1","1","60"
"at:41:4821:2_at:41:4821:4_walkway_1","at:41:4821:2","at:41:4821:4","1","1","120"
"at:41:4821:3_at:41:4821:4_walkway_1","at:41:4821:3","at:41:4821:4","1","1","120"
"at:43:4824:0:3_at:43:4824:2_walkway_1","at:43:4824:0:3","at:43:4824:2","1","1","180"
"at:43:4824:0:1_at:43:4824:2_walkway_1","at:43:4824:0:1","at:43:4824:2","1","1","180"
"at:43:4824:0:3_at:43:4824:3_walkway_1","at:43:4824:0:3","at:43:4824:3","1","1","120"
"at:43:4824:0:1_at:43:4824:3_walkway_1","at:43:4824:0:1","at:43:4824:3","1","1","120"
"at:43:4824:0:3_at:43:4824:4_walkway_1","at:43:4824:0:3","at:43:4824:4","1","1","180"
"at:43:4824:0:1_at:43:4824:4_walkway_1","at:43:4824:0:1","at:43:4824:4","1","1","180"
"at:43:4824:2_at:43:4824:3_walkway_1","at:43:4824:2","at:43:4824:3","1","1","60"
"at:43:4824:2_at:43:4824:4_walkway_1","at:43:4824:2","at:43:4824:4","1","1","180"
"at:43:4824:3_at:43:4824:4_walkway_1","at:43:4824:3","at:43:4824:4","1","1","120"
"at:43:4824:0:3_at:43:4824:0:1_walkway_1","at:43:4824:0:3","at:43:4824:0:1","1","1","120"
"at:41:4351:0:4_at:41:4351:2_walkway_1","at:41:4351:0:4","at:41:4351:2","1","1","120"
"at:41:4351:0:3_at:41:4351:2_walkway_1","at:41:4351:0:3","at:41:4351:2","1","1","120"
"at:41:4351:0:4_at:41:4351:3_walkway_1","at:41:4351:0:4","at:41:4351:3","1","1","60"
"at:41:4351:0:3_at:41:4351:3_walkway_1","at:41:4351:0:3","at:41:4351:3","1","1","60"
"at:41:4351:0:4_at:41:4351:4_walkway_1","at:41:4351:0:4","at:41:4351:4","1","1","180"
"at:41:4351:0:3_at:41:4351:4_walkway_1","at:41:4351:0:3","at:41:4351:4","1","1","180"
"at:41:4351:0:4_at:41:4351:5_stairs_1","at:41:4351:0:4","at:41:4351:5","2","1","120"
"at:41:4351:0:3_at:41:4351:5_stairs_1","at:41:4351:0:3","at:41:4351:5","2","1","120"
"at:41:4351:2_at:41:4351:3_walkway_1","at:41:4351:2","at:41:4351:3","1","1","60"
"at:41:4351:2_at:41:4351:4_walkway_1","at:41:4351:2","at:41:4351:4","1","1","120"
"at:41:4351:2_at:41:4351:5_stairs_1","at:41:4351:2","at:41:4351:5","2","1","120"
"at:41:4351:3_at:41:4351:4_walkway_1","at:41:4351:3","at:41:4351:4","1","1","120"
"at:41:4351:5_at:41:4351:6_stairs_1","at:41:4351:5","at:41:4351:6","2","1","120"
"at:41:4351:0:4_at:41:4351:0:3_walkway_1","at:41:4351:0:4","at:41:4351:0:3","1","1","120"
"at:44:48140:0:1_at:44:48140:2_walkway_1","at:44:48140:0:1","at:44:48140:2","1","1","30"
"at:44:48140:2_at:44:48140:3_walkway_1","at:44:48140:2","at:44:48140:3","1","1","60"
"at:44:48140:2_at:44:48140:0:12_walkway_1","at:44:48140:2","at:44:48140:0:12","1","1","90"
"at:44:48140:2_at:44:48140:5_walkway_1","at:44:48140:2","at:44:48140:5","1","1","60"
"at:44:48140:3_at:44:48140:0:12_walkway_1","at:44:48140:3","at:44:48140:0:12","1","1","60"
"at:44:48140:0:12_at:44:48140:5_walkway_1","at:44:48140:0:12","at:44:48140:5","1","1","60"
"at:43:4395:0:1_at:43:4395:3_walkway_1","at:43:4395:0:1","at:43:4395:3","1","1","120"
"at:43:4395:0:3_at:43:4395:3_walkway_1","at:43:4395:0:3","at:43:4395:3","1","1","120"
"at:43:4395:0:1_at:43:4395:2_walkway_1","at:43:4395:0:1","at:43:4395:2","1","1","120"
"at:43:4395:0:3_at:43:4395:2_walkway_1","at:43:4395:0:3","at:43:4395:2","1","1","120"
"at:43:4395:2_at:43:4395:3_walkway_1","at:43:4395:2","at:43:4395:3","1","1","60"
"at:43:4395:0:1_at:43:4395:0:3_walkway_1","at:43:4395:0:1","at:43:4395:0:3","1","1","120"
"at:42:3717:1_at:42:3717:9_walkway_1","at:42:3717:1","at:42:3717:9","1","1","90"
"at:42:3717:0:2_at:42:3717:9_walkway_1","at:42:3717:0:2","at:42:3717:9","1","1","90"
"at:42:3717:9_at:42:3717:10_walkway_1","at:42:3717:9","at:42:3717:10","1","1","120"
"at:42:3717:9_at:42:3717:11_walkway_1","at:42:3717:9","at:42:3717:11","1","1","120"
"at:49:959:0:4_at:49:959:4_stairs_1","at:49:959:0:4","at:49:959:4","2","1","120"
"at:49:959:0:8_at:49:959:4_stairs_1","at:49:959:0:8","at:49:959:4","2","1","120"
"at:49:959:0:4_at:49:959:4_elevator_1","at:49:959:0:4","at:49:959:4","5","1","120"
"at:49:959:0:8_at:49:959:4_elevator_1","at:49:959:0:8","at:49:959:4","5","1","120"
"at:49:959:2_at:49:959:4_walkway_1","at:49:959:2","at:49:959:4","1","1","60"
"at:44:49130:0:2_at:44:49130:4_walkway_1","at:44:49130:0:2","at:44:49130:4","1","1","60"
"at:44:49130:2_at:44:49130:3_walkway_1","at:44:49130:2","at:44:49130:3","1","1","60"
"at:44:49130:2_at:44:49130:4_walkway_1","at:44:49130:2","at:44:49130:4","1","1","60"
"at:44:49130:2_at:44:49130:5_walkway_1","at:44:49130:2","at:44:49130:5","1","1","60"
"at:44:49130:3_at:44:49130:4_walkway_1","at:44:49130:3","at:44:49130:4","1","1","60"
"at:44:49130:4_at:44:49130:5_walkway_1","at:44:49130:4","at:44:49130:5","1","1","60"
"at:43:7900:0:4_at:43:7900:2_walkway_1","at:43:7900:0:4","at:43:7900:2","1","1","120"
"at:43:7900:0:4_at:43:7900:3_walkway_1","at:43:7900:0:4","at:43:7900:3","1","1","120"
"at:43:7900:0:4_at:43:7900:4_walkway_1","at:43:7900:0:4","at:43:7900:4","1","1","240"
"at:43:7900:0:4_at:43:7900:5_walkway_1","at:43:7900:0:4","at:43:7900:5","1","1","120"
"at:43:7900:0:4_at:43:7900:6_walkway_1","at:43:7900:0:4","at:43:7900:6","1","1","180"
"at:43:7900:2_at:43:7900:3_walkway_1","at:43:7900:2","at:43:7900:3","1","1","60"
"at:43:7900:2_at:43:7900:4_walkway_1","at:43:7900:2","at:43:7900:4","1","1","180"
"at:43:7900:2_at:43:7900:5_walkway_1","at:43:7900:2","at:43:7900:5","1","1","120"
"at:43:7900:3_at:43:7900:4_walkway_1","at:43:7900:3","at:43:7900:4","1","1","120"
"at:43:7900:3_at:43:7900:5_walkway_1","at:43:7900:3","at:43:7900:5","1","1","120"
"at:43:7900:4_at:43:7900:5_walkway_1","at:43:7900:4","at:43:7900:5","1","1","240"
"at:49:345:0:12_at:49:345:2_walkway_1","at:49:345:0:12","at:49:345:2","1","1","240"
"at:49:345:0:13_at:49:345:2_walkway_1","at:49:345:0:13","at:49:345:2","1","1","240"
"at:49:345:0:14_at:49:345:2_walkway_1","at:49:345:0:14","at:49:345:2","1","1","240"
"at:49:345:0:12_at:49:345:3_walkway_1","at:49:345:0:12","at:49:345:3","1","1","300"
"at:49:345:0:13_at:49:345:3_walkway_1","at:49:345:0:13","at:49:345:3","1","1","300"
