pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time
"at:46:3040:0:14_at:46:3040:6_elevator_1","at:46:3040:0:14","at:46:3040:6","5","1","90"
"at:46:3040:0:16_at:46:3040:14_escalator_1","at:46:3040:0:16","at:46:3040:14","4","1","90"
"at:46:3040:0:14_at:46:3040:14_escalator_1","at:46:3040:0:14","at:46:3040:14","4","1","90"
"at:46:3040:0:16_at:46:3040:23_escalator_1","at:46:3040:0:16","at:46:3040:23","4","1","120"
"at:46:3040:0:14_at:46:3040:23_escalator_1","at:46:3040:0:14","at:46:3040:23","4","1","120"
"at:46:3040:0:16_at:46:3040:26_escalator_1","at:46:3040:0:16","at:46:3040:26","4","1","180"
"at:46:3040:0:14_at:46:3040:26_escalator_1","at:46:3040:0:14","at:46:3040:26","4","1","180"
"at:46:3040:0:6_at:46:3040:4_walkway_1","at:46:3040:0:6","at:46:3040:4","1","1","150"
"at:46:3040:0:6_at:46:3040:7_walkway_1","at:46:3040:0:6","at:46:3040:7","1","1","180"
"at:46:3040:0:6_at:46:3040:8_walkway_1","at:46:3040:0:6","at:46:3040:8","1","1","90"
"at:46:3040:0:6_at:46:3040:9_walkway_1","at:46:3040:0:6","at:46:3040:9","1","1","60"
"at:46:3040:0:6_at:46:3040:10_walkway_1","at:46:3040:0:6","at:46:3040:10","1","1","180"
"at:46:3040:0:6_at:46:3040:19_stairs_1","at:46:3040:0:6","at:46:3040:19","2","1","180"
"at:46:3040:0:6_at:46:3040:19_escalator_1","at:46:3040:0:6","at:46:3040:19","4","1","180"
"at:46:3040:0:6_at:46:3040:19_elevator_1","at:46:3040:0:6","at:46:3040:19","5","1","180"
"at:46:3040:0:6_at:46:3040:20_stairs_1","at:46:3040:0:6","at:46:3040:20","2","1","150"
"at:46:3040:0:6_at:46:3040:20_escalator_1","at:46:3040:0:6","at:46:3040:20","4","1","150"
"at:46:3040:0:6_at:46:3040:20_elevator_1","at:46:3040:0:6","at:46:3040:20","5","1","150"
"at:46:3040:0:6_at:46:3040:29_walkway_1","at:46:3040:0:6","at:46:3040:29","1","1","150"
"at:46:3040:0:6_at:46:4048:5_walkway_1","at:46:3040:0:6","at:46:4048:5","1","1","360"
"at:46:3040:0:6_at:46:3040:32_walkway_1","at:46:3040:0:6","at:46:3040:32","1","1","60"
"at:46:3040:0:6_at:46:3040:33_walkway_1","at:46:3040:0:6","at:46:3040:33","1","1","60"
"at:46:3040:0:6_at:46:3040:3_walkway_1","at:46:3040:0:6","at:46:3040:3","1","1","120"
"at:46:3040:0:6_at:46:3040:31_walkway_1","at:46:3040:0:6","at:46:3040:31","1","1","120"
"at:46:3040:3_at:46:3040:4_walkway_1","at:46:3040:3","at:46:3040:4","1","1","180"
"at:46:3040:3_at:46:3040:5_escalator_1","at:46:3040:3","at:46:3040:5","4","1","120"
"at:46:3040:3_at:46:3040:5_elevator_1","at:46:3040:3","at:46:3040:5","5","1","120"
"at:46:3040:3_at:46:3040:7_walkway_1","at:46:3040:3","at:46:3040:7","1","1","150"
"at:46:3040:3_at:46:3040:8_walkway_1","at:46:3040:3","at:46:3040:8","1","1","120"
"at:46:3040:3_at:46:3040:9_walkway_1","at:46:3040:3","at:46:3040:9","1","1","150"
"at:46:3040:3_at:46:3040:10_walkway_1","at:46:3040:3","at:46:3040:10","1","1","210"
"at:46:3040:3_at:46:3040:0:5_walkway_1","at:46:3040:3","at:46:3040:0:5","1","1","150"
"at:46:3040:3_at:46:3040:14_escalator_1","at:46:3040:3","at:46:3040:14","4","1","150"
"at:46:3040:3_at:46:3040:14_elevator_1","at:46:3040:3","at:46:3040:14","5","1","150"
"at:46:3040:3_at:46:3040:16_walkway_1","at:46:3040:3","at:46:3040:16","1","1","330"
"at:46:3040:3_at:46:3040:17_walkway_1","at:46:3040:3","at:46:3040:17","1","1","330"
"at:46:3040:3_at:46:3040:23_escalator_1","at:46:3040:3","at:46:3040:23","4","1","180"
"at:46:3040:3_at:46:3040:23_elevator_1","at:46:3040:3","at:46:3040:23","5","1","240"
"at:46:3040:3_at:46:3040:26_escalator_1","at:46:3040:3","at:46:3040:26","4","1","240"
"at:46:3040:3_at:46:3040:26_elevator_1","at:46:3040:3","at:46:3040:26","5","1","270"
"at:46:3040:4_at:46:3040:5_escalator_1","at:46:3040:4","at:46:3040:5","4","1","180"
"at:46:3040:4_at:46:3040:5_elevator_1","at:46:3040:4","at:46:3040:5","5","1","180"
"at:46:3040:4_at:46:3040:6_elevator_1","at:46:3040:4","at:46:3040:6","5","1","120"
"at:46:3040:4_at:46:3040:7_walkway_1","at:46:3040:4","at:46:3040:7","1","1","300"
"at:46:3040:4_at:46:3040:8_walkway_1","at:46:3040:4","at:46:3040:8","1","1","210"
"at:46:3040:4_at:46:3040:9_walkway_1","at:46:3040:4","at:46:3040:9","1","1","180"
"at:46:3040:4_at:46:3040:10_walkway_1","at:46:3040:4","at:46:3040:10","1","1","90"
"at:46:3040:4_at:46:3040:0:5_walkway_1","at:46:3040:4","at:46:3040:0:5","1","1","180"
"at:46:3040:4_at:46:3040:14_escalator_1","at:46:3040:4","at:46:3040:14","4","1","210"
"at:46:3040:4_at:46:3040:14_elevator_1","at:46:3040:4","at:46:3040:14","5","1","210"
"at:46:3040:4_at:46:3040:15_escalator_1","at:46:3040:4","at:46:3040:15","4","1","150"
"at:46:3040:4_at:46:3040:15_elevator_1","at:46:3040:4","at:46:3040:15","5","1","150"
"at:46:3040:4_at:46:3040:16_walkway_1","at:46:3040:4","at:46:3040:16","1","1","360"
"at:46:3040:4_at:46:3040:17_walkway_1","at:46:3040:4","at:46:3040:17","1","1","390"
"at:46:3040:4_at:46:3040:19_stairs_1","at:46:3040:4","at:46:3040:19","2","1","300"
"at:46:3040:4_at:46:3040:19_escalator_1","at:46:3040:4","at:46:3040:19","4","1","300"
"at:46:3040:4_at:46:3040:19_elevator_1","at:46:3040:4","at:46:3040:19","5","1","300"
"at:46:3040:4_at:46:3040:20_stairs_1","at:46:3040:4","at:46:3040:20","2","1","270"
"at:46:3040:4_at:46:3040:20_escalator_1","at:46:3040:4","at:46:3040:20","4","1","270"
"at:46:3040:4_at:46:3040:20_elevator_1","at:46:3040:4","at:46:3040:20","5","1","270"
"at:46:3040:4_at:46:3040:23_escalator_1","at:46:3040:4","at:46:3040:23","4","1","240"
"at:46:3040:4_at:46:3040:23_elevator_1","at:46:3040:4","at:46:3040:23","5","1","240"
"at:46:3040:4_at:46:3040:24_escalator_1","at:46:3040:4","at:46:3040:24","4","1","180"
"at:46:3040:4_at:46:3040:24_elevator_1","at:46:3040:4","at:46:3040:24","5","1","180"
"at:46:3040:4_at:46:3040:26_escalator_1","at:46:3040:4","at:46:3040:26","4","1","300"
"at:46:3040:4_at:46:3040:26_elevator_1","at:46:3040:4","at:46:3040:26","5","1","300"
"at:46:3040:4_at:46:3040:27_walkway_1","at:46:3040:4","at:46:3040:27","1","1","90"
"at:46:3040:4_at:46:3040:29_walkway_1","at:46:3040:4","at:46:3040:29","1","1","90"
"at:46:3040:4_at:46:3040:31_walkway_1","at:46:3040:4","at:46:3040:31","1","1","120"
"at:46:3040:5_at:46:3040:7_escalator_1","at:46:3040:5","at:46:3040:7","4","1","240"
"at:46:3040:5_at:46:3040:7_elevator_1","at:46:3040:5","at:46:3040:7","5","1","240"
"at:46:3040:5_at:46:3040:8_escalator_1","at:46:3040:5","at:46:3040:8","4","1","210"
"at:46:3040:5_at:46:3040:8_elevator_0","at:46:3040:5","at:46:3040:8","5","0","180"
"at:46:3040:8_at:46:3040:5_elevator_0","at:46:3040:8","at:46:3040:5","5","0","210"
"at:46:3040:5_at:46:3040:9_escalator_0","at:46:3040:5","at:46:3040:9","4","0","180"
"at:46:3040:9_at:46:3040:5_escalator_0","at:46:3040:9","at:46:3040:5","4","0","210"
"at:46:3040:5_at:46:3040:9_elevator_1","at:46:3040:5","at:46:3040:9","5","1","210"
"at:46:3040:5_at:46:3040:10_escalator_1","at:46:3040:5","at:46:3040:10","4","1","210"
"at:46:3040:5_at:46:3040:10_elevator_1","at:46:3040:5","at:46:3040:10","5","1","210"
"at:46:3040:5_at:46:3040:0:5_stairs_1","at:46:3040:5","at:46:3040:0:5","2","1","90"
"at:46:3040:5_at:46:3040:0:5_escalator_1","at:46:3040:5","at:46:3040:0:5","4","1","90"
"at:46:3040:5_at:46:3040:0:5_elevator_1","at:46:3040:5","at:46:3040:0:5","5","1","90"
"at:46:3040:5_at:46:3040:0:12_escalator_1","at:46:3040:5","at:46:3040:0:12","4","1","90"
"at:46:3040:5_at:46:3040:0:10_escalator_1","at:46:3040:5","at:46:3040:0:10","4","1","90"
"at:46:3040:5_at:46:3040:0:7_escalator_1","at:46:3040:5","at:46:3040:0:7","4","1","120"
"at:46:3040:5_at:46:3040:14_walkway_1","at:46:3040:5","at:46:3040:14","1","1","30"
"at:46:3040:5_at:46:3040:16_stairs_1","at:46:3040:5","at:46:3040:16","2","1","240"
"at:46:3040:5_at:46:3040:16_escalator_1","at:46:3040:5","at:46:3040:16","4","1","240"
"at:46:3040:5_at:46:3040:16_elevator_1","at:46:3040:5","at:46:3040:16","5","1","210"
"at:46:3040:5_at:46:3040:17_escalator_1","at:46:3040:5","at:46:3040:17","4","1","270"
"at:46:3040:5_at:46:3040:17_elevator_1","at:46:3040:5","at:46:3040:17","5","1","270"
"at:46:3040:5_at:46:3040:18_escalator_1","at:46:3040:5","at:46:3040:18","4","1","390"
"at:46:3040:5_at:46:3040:18_elevator_1","at:46:3040:5","at:46:3040:18","5","1","390"
"at:46:3040:5_at:46:3040:25_escalator_1","at:46:3040:5","at:46:3040:25","4","1","180"
"at:46:3040:5_at:46:3040:29_escalator_1","at:46:3040:5","at:46:3040:29","4","1","180"
"at:46:3040:5_at:46:3040:29_elevator_1","at:46:3040:5","at:46:3040:29","5","1","180"
"at:46:3040:5_at:46:4048:5_escalator_1","at:46:3040:5","at:46:4048:5","4","1","390"
"at:46:3040:5_at:46:4048:5_elevator_1","at:46:3040:5","at:46:4048:5","5","1","390"
"at:46:3040:5_at:46:3040:32_stairs_1","at:46:3040:5","at:46:3040:32","2","1","120"
"at:46:3040:5_at:46:3040:32_escalator_1","at:46:3040:5","at:46:3040:32","4","1","120"
"at:46:3040:5_at:46:3040:32_elevator_1","at:46:3040:5","at:46:3040:32","5","1","120"
"at:46:3040:5_at:46:3040:31_escalator_0","at:46:3040:5","at:46:3040:31","4","0","150"
"at:46:3040:5_at:46:3040:31_elevator_0","at:46:3040:5","at:46:3040:31","5","0","150"
"at:46:3040:6_at:46:3040:7_elevator_1","at:46:3040:6","at:46:3040:7","5","1","270"
"at:46:3040:6_at:46:3040:8_elevator_0","at:46:3040:6","at:46:3040:8","5","0","210"
"at:46:3040:8_at:46:3040:6_elevator_0","at:46:3040:8","at:46:3040:6","5","0","240"
"at:46:3040:6_at:46:3040:9_elevator_1","at:46:3040:6","at:46:3040:9","5","1","240"
"at:46:3040:6_at:46:3040:10_elevator_1","at:46:3040:6","at:46:3040:10","5","1","120"
"at:46:3040:6_at:46:3040:0:5_stairs_1","at:46:3040:6","at:46:3040:0:5","2","1","150"
"at:46:3040:6_at:46:3040:0:5_elevator_1","at:46:3040:6","at:46:3040:0:5","5","1","150"
"at:46:3040:6_at:46:3040:15_walkway_1","at:46:3040:6","at:46:3040:15","1","1","30"
"at:46:3040:6_at:46:3040:17_elevator_1","at:46:3040:6","at:46:3040:17","5","1","360"
"at:46:3040:6_at:46:3040:18_elevator_1","at:46:3040:6","at:46:3040:18","5","1","390"
"at:46:3040:6_at:46:3040:29_elevator_1","at:46:3040:6","at:46:3040:29","5","1","120"
"at:46:3040:6_at:46:4048:5_elevator_1","at:46:3040:6","at:46:4048:5","5","1","510"
"at:46:3040:6_at:46:3040:33_stairs_1","at:46:3040:6","at:46:3040:33","2","1","150"
"at:46:3040:6_at:46:3040:31_escalator_1","at:46:3040:6","at:46:3040:31","4","1","150"
"at:46:3040:6_at:46:3040:31_elevator_1","at:46:3040:6","at:46:3040:31","5","1","150"
"at:46:3040:7_at:46:3040:8_walkway_1","at:46:3040:7","at:46:3040:8","1","1","180"
"at:46:3040:7_at:46:3040:9_walkway_1","at:46:3040:7","at:46:3040:9","1","1","210"
"at:46:3040:7_at:46:3040:10_walkway_1","at:46:3040:7","at:46:3040:10","1","1","330"
"at:46:3040:7_at:46:3040:0:5_walkway_1","at:46:3040:7","at:46:3040:0:5","1","1","180"
"at:46:3040:7_at:46:3040:14_escalator_1","at:46:3040:7","at:46:3040:14","4","1","270"
"at:46:3040:7_at:46:3040:14_elevator_1","at:46:3040:7","at:46:3040:14","5","1","270"
"at:46:3040:7_at:46:3040:16_walkway_1","at:46:3040:7","at:46:3040:16","1","1","180"
"at:46:3040:7_at:46:3040:17_walkway_1","at:46:3040:7","at:46:3040:17","1","1","240"
"at:46:3040:7_at:46:3040:19_stairs_1","at:46:3040:7","at:46:3040:19","2","1","150"
"at:46:3040:7_at:46:3040:19_escalator_1","at:46:3040:7","at:46:3040:19","4","1","150"
"at:46:3040:7_at:46:3040:19_elevator_1","at:46:3040:7","at:46:3040:19","5","1","150"
"at:46:3040:7_at:46:3040:20_stairs_1","at:46:3040:7","at:46:3040:20","2","1","180"
"at:46:3040:7_at:46:3040:20_escalator_1","at:46:3040:7","at:46:3040:20","4","1","180"
"at:46:3040:7_at:46:3040:20_elevator_1","at:46:3040:7","at:46:3040:20","5","1","180"
"at:46:3040:7_at:46:3040:21_stairs_1","at:46:3040:7","at:46:3040:21","2","1","360"
"at:46:3040:7_at:46:3040:23_escalator_1","at:46:3040:7","at:46:3040:23","4","1","300"
"at:46:3040:7_at:46:3040:23_elevator_1","at:46:3040:7","at:46:3040:23","5","1","300"
"at:46:3040:7_at:46:3040:26_escalator_1","at:46:3040:7","at:46:3040:26","4","1","360"
"at:46:3040:7_at:46:3040:26_elevator_1","at:46:3040:7","at:46:3040:26","5","1","360"
"at:46:3040:7_at:46:3040:29_walkway_1","at:46:3040:7","at:46:3040:29","1","1","300"
"at:46:3040:7_at:46:3040:35_walkway_1","at:46:3040:7","at:46:3040:35","1","1","420"
"at:46:3040:8_at:46:3040:9_walkway_1","at:46:3040:8","at:46:3040:9","1","1","60"
"at:46:3040:8_at:46:3040:10_walkway_1","at:46:3040:8","at:46:3040:10","1","1","240"
"at:46:3040:8_at:46:3040:0:5_walkway_1","at:46:3040:8","at:46:3040:0:5","1","1","180"
"at:46:3040:8_at:46:3040:14_escalator_0","at:46:3040:8","at:46:3040:14","4","0","240"
"at:46:3040:14_at:46:3040:8_escalator_0","at:46:3040:14","at:46:3040:8","4","0","210"
"at:46:3040:8_at:46:3040:14_elevator_0","at:46:3040:8","at:46:3040:14","5","0","240"
"at:46:3040:14_at:46:3040:8_elevator_0","at:46:3040:14","at:46:3040:8","5","0","210"
"at:46:3040:8_at:46:3040:16_walkway_1","at:46:3040:8","at:46:3040:16","1","1","360"
"at:46:3040:8_at:46:3040:17_walkway_1","at:46:3040:8","at:46:3040:17","1","1","360"
"at:46:3040:8_at:46:3040:19_stairs_1","at:46:3040:8","at:46:3040:19","2","1","150"
"at:46:3040:8_at:46:3040:19_escalator_1","at:46:3040:8","at:46:3040:19","4","1","150"
"at:46:3040:8_at:46:3040:19_elevator_1","at:46:3040:8","at:46:3040:19","5","1","150"
"at:46:3040:8_at:46:3040:20_stairs_1","at:46:3040:8","at:46:3040:20","2","1","120"
"at:46:3040:8_at:46:3040:20_escalator_1","at:46:3040:8","at:46:3040:20","4","1","120"
"at:46:3040:8_at:46:3040:20_elevator_1","at:46:3040:8","at:46:3040:20","5","1","120"
"at:46:3040:8_at:46:3040:21_stairs_0","at:46:3040:8","at:46:3040:21","2","0","270"
"at:46:3040:21_at:46:3040:8_stairs_0","at:46:3040:21","at:46:3040:8","2","0","240"
"at:46:3040:8_at:46:3040:23_escalator_0","at:46:3040:8","at:46:3040:23","4","0","270"
"at:46:3040:23_at:46:3040:8_escalator_0","at:46:3040:23","at:46:3040:8","4","0","240"
"at:46:3040:8_at:46:3040:23_elevator_0","at:46:3040:8","at:46:3040:23","5","0","270"
"at:46:3040:23_at:46:3040:8_elevator_0","at:46:3040:23","at:46:3040:8","5","0","210"
"at:46:3040:8_at:46:3040:26_escalator_0","at:46:3040:8","at:46:3040:26","4","0","300"
"at:46:3040:26_at:46:3040:8_escalator_0","at:46:3040:26","at:46:3040:8","4","0","270"
"at:46:3040:8_at:46:3040:26_elevator_0","at:46:3040:8","at:46:3040:26","5","0","300"
"at:46:3040:26_at:46:3040:8_elevator_0","at:46:3040:26","at:46:3040:8","5","0","270"
"at:46:3040:8_at:46:3040:29_walkway_1","at:46:3040:8","at:46:3040:29","1","1","210"
"at:46:3040:8_at:46:4048:5_walkway_1","at:46:3040:8","at:46:4048:5","1","1","270"
"at:46:3040:8_at:46:3040:32_walkway_1","at:46:3040:8","at:46:3040:32","1","1","90"
"at:46:3040:9_at:46:3040:10_walkway_1","at:46:3040:9","at:46:3040:10","1","1","180"
"at:46:3040:9_at:46:3040:0:5_walkway_1","at:46:3040:9","at:46:3040:0:5","1","1","180"
"at:46:3040:9_at:46:3040:14_escalator_1","at:46:3040:9","at:46:3040:14","4","1","240"
"at:46:3040:9_at:46:3040:14_elevator_1","at:46:3040:9","at:46:3040:14","5","1","240"
"at:46:3040:9_at:46:3040:16_walkway_1","at:46:3040:9","at:46:3040:16","1","1","360"
"at:46:3040:9_at:46:3040:17_walkway_1","at:46:3040:9","at:46:3040:17","1","1","360"
"at:46:3040:9_at:46:3040:19_stairs_1","at:46:3040:9","at:46:3040:19","2","1","180"
"at:46:3040:9_at:46:3040:19_escalator_1","at:46:3040:9","at:46:3040:19","4","1","180"
"at:46:3040:9_at:46:3040:19_elevator_1","at:46:3040:9","at:46:3040:19","5","1","180"
"at:46:3040:9_at:46:3040:20_stairs_1","at:46:3040:9","at:46:3040:20","2","1","150"
"at:46:3040:9_at:46:3040:20_escalator_1","at:46:3040:9","at:46:3040:20","4","1","150"
"at:46:3040:9_at:46:3040:20_elevator_1","at:46:3040:9","at:46:3040:20","5","1","150"
"at:46:3040:9_at:46:3040:21_stairs_1","at:46:3040:9","at:46:3040:21","2","1","270"
"at:46:3040:9_at:46:3040:23_escalator_1","at:46:3040:9","at:46:3040:23","4","1","270"
"at:46:3040:9_at:46:3040:23_elevator_1","at:46:3040:9","at:46:3040:23","5","1","270"
"at:46:3040:9_at:46:3040:26_escalator_1","at:46:3040:9","at:46:3040:26","4","1","300"
"at:46:3040:9_at:46:3040:26_elevator_1","at:46:3040:9","at:46:3040:26","5","1","300"
"at:46:3040:9_at:46:3040:29_walkway_1","at:46:3040:9","at:46:3040:29","1","1","180"
"at:46:3040:9_at:46:4048:5_walkway_1","at:46:3040:9","at:46:4048:5","1","1","330"
"at:46:3040:9_at:46:3040:31_walkway_1","at:46:3040:9","at:46:3040:31","1","1","60"
"at:46:3040:10_at:46:3040:0:5_walkway_1","at:46:3040:10","at:46:3040:0:5","1","1","180"
"at:46:3040:10_at:46:3040:14_escalator_1","at:46:3040:10","at:46:3040:14","4","1","240"
"at:46:3040:10_at:46:3040:14_elevator_1","at:46:3040:10","at:46:3040:14","5","1","240"
"at:46:3040:10_at:46:3040:16_walkway_1","at:46:3040:10","at:46:3040:16","1","1","390"
"at:46:3040:10_at:46:3040:17_walkway_1","at:46:3040:10","at:46:3040:17","1","1","420"
"at:46:3040:10_at:46:3040:19_stairs_1","at:46:3040:10","at:46:3040:19","2","1","360"
"at:46:3040:10_at:46:3040:19_escalator_1","at:46:3040:10","at:46:3040:19","4","1","360"
"at:46:3040:10_at:46:3040:19_elevator_1","at:46:3040:10","at:46:3040:19","5","1","360"
"at:46:3040:10_at:46:3040:20_stairs_1","at:46:3040:10","at:46:3040:20","2","1","330"
"at:46:3040:10_at:46:3040:20_escalator_1","at:46:3040:10","at:46:3040:20","4","1","330"
"at:46:3040:10_at:46:3040:20_elevator_1","at:46:3040:10","at:46:3040:20","5","1","330"
"at:46:3040:10_at:46:3040:21_stairs_1","at:46:3040:10","at:46:3040:21","2","1","270"
"at:46:3040:10_at:46:3040:23_escalator_1","at:46:3040:10","at:46:3040:23","4","1","270"
"at:46:3040:10_at:46:3040:23_elevator_1","at:46:3040:10","at:46:3040:23","5","1","270"
"at:46:3040:10_at:46:3040:26_escalator_1","at:46:3040:10","at:46:3040:26","4","1","330"
"at:46:3040:10_at:46:3040:26_elevator_0","at:46:3040:10","at:46:3040:26","5","0","330"
"at:46:3040:26_at:46:3040:10_elevator_0","at:46:3040:26","at:46:3040:10","5","0","300"
"at:46:3040:10_at:46:3040:27_walkway_1","at:46:3040:10","at:46:3040:27","1","1","90"
"at:46:3040:10_at:46:3040:29_walkway_1","at:46:3040:10","at:46:3040:29","1","1","90"
"at:46:3040:0:5_at:46:3040:14_escalator_1","at:46:3040:0:5","at:46:3040:14","4","1","120"
"at:46:3040:0:5_at:46:3040:14_elevator_1","at:46:3040:0:5","at:46:3040:14","5","1","120"
"at:46:3040:0:5_at:46:3040:16_walkway_1","at:46:3040:0:5","at:46:3040:16","1","1","210"
"at:46:3040:0:5_at:46:3040:17_walkway_1","at:46:3040:0:5","at:46:3040:17","1","1","240"
"at:46:3040:0:5_at:46:3040:23_escalator_1","at:46:3040:0:5","at:46:3040:23","4","1","150"
"at:46:3040:0:5_at:46:3040:23_elevator_0","at:46:3040:0:5","at:46:3040:23","5","0","150"
"at:46:3040:23_at:46:3040:0:5_elevator_0","at:46:3040:23","at:46:3040:0:5","5","0","240"
"at:46:3040:0:5_at:46:3040:26_escalator_1","at:46:3040:0:5","at:46:3040:26","4","1","210"
"at:46:3040:0:5_at:46:3040:26_elevator_1","at:46:3040:0:5","at:46:3040:26","5","1","210"
"at:46:3040:0:5_at:46:3040:29_walkway_1","at:46:3040:0:5","at:46:3040:29","1","1","180"
"at:46:3040:0:5_at:46:3040:32_walkway_1","at:46:3040:0:5","at:46:3040:32","1","1","90"
"at:46:3040:0:5_at:46:3040:33_walkway_1","at:46:3040:0:5","at:46:3040:33","1","1","90"
"at:46:3040:0:5_at:46:3040:31_walkway_1","at:46:3040:0:5","at:46:3040:31","1","1","180"
"at:46:3040:0:12_at:46:3040:14_stairs_1","at:46:3040:0:12","at:46:3040:14","2","1","60"
"at:46:3040:0:10_at:46:3040:14_stairs_1","at:46:3040:0:10","at:46:3040:14","2","1","60"
"at:46:3040:0:12_at:46:3040:14_escalator_1","at:46:3040:0:12","at:46:3040:14","4","1","60"
"at:46:3040:0:10_at:46:3040:14_escalator_1","at:46:3040:0:10","at:46:3040:14","4","1","60"
"at:46:3040:0:12_at:46:3040:14_elevator_1","at:46:3040:0:12","at:46:3040:14","5","1","60"
"at:46:3040:0:10_at:46:3040:14_elevator_1","at:46:3040:0:10","at:46:3040:14","5","1","60"
"at:46:3040:0:12_at:46:3040:15_stairs_1","at:46:3040:0:12","at:46:3040:15","2","1","90"
"at:46:3040:0:10_at:46:3040:15_stairs_1","at:46:3040:0:10","at:46:3040:15","2","1","90"
"at:46:3040:0:12_at:46:3040:15_elevator_1","at:46:3040:0:12","at:46:3040:15","5","1","90"
"at:46:3040:0:10_at:46:3040:15_elevator_1","at:46:3040:0:10","at:46:3040:15","5","1","90"
"at:46:3040:0:12_at:46:3040:23_escalator_1","at:46:3040:0:12","at:46:3040:23","4","1","90"
"at:46:3040:0:10_at:46:3040:23_escalator_1","at:46:3040:0:10","at:46:3040:23","4","1","90"
"at:46:3040:0:12_at:46:3040:26_escalator_1","at:46:3040:0:12","at:46:3040:26","4","1","150"
"at:46:3040:0:10_at:46:3040:26_escalator_1","at:46:3040:0:10","at:46:3040:26","4","1","150"
"at:46:3040:0:7_at:46:3040:14_escalator_1","at:46:3040:0:7","at:46:3040:14","4","1","90"
"at:46:3040:0:7_at:46:3040:22_walkway_1","at:46:3040:0:7","at:46:3040:22","1","1","90"
"at:46:3040:0:7_at:46:3040:23_stairs_1","at:46:3040:0:7","at:46:3040:23","2","1","60"
"at:46:3040:0:7_at:46:3040:23_escalator_1","at:46:3040:0:7","at:46:3040:23","4","1","60"
"at:46:3040:0:7_at:46:3040:23_elevator_1","at:46:3040:0:7","at:46:3040:23","5","1","60"
"at:46:3040:0:7_at:46:3040:24_elevator_1","at:46:3040:0:7","at:46:3040:24","5","1","90"
"at:46:3040:0:7_at:46:3040:26_stairs_1","at:46:3040:0:7","at:46:3040:26","2","1","120"
"at:46:3040:0:7_at:46:3040:26_escalator_1","at:46:3040:0:7","at:46:3040:26","4","1","150"
"at:46:3040:14_at:46:3040:16_escalator_1","at:46:3040:14","at:46:3040:16","4","1","270"
"at:46:3040:14_at:46:3040:16_elevator_1","at:46:3040:14","at:46:3040:16","5","1","240"
"at:46:3040:14_at:46:3040:17_escalator_1","at:46:3040:14","at:46:3040:17","4","1","300"
"at:46:3040:14_at:46:3040:17_elevator_1","at:46:3040:14","at:46:3040:17","5","1","300"
"at:46:3040:14_at:46:3040:18_escalator_1","at:46:3040:14","at:46:3040:18","4","1","420"
"at:46:3040:14_at:46:3040:18_elevator_1","at:46:3040:14","at:46:3040:18","5","1","420"
"at:46:3040:14_at:46:3040:23_walkway_1","at:46:3040:14","at:46:3040:23","1","1","30"
"at:46:3040:14_at:46:3040:25_escalator_1","at:46:3040:14","at:46:3040:25","4","1","150"
"at:46:3040:14_at:46:3040:29_escalator_1","at:46:3040:14","at:46:3040:29","4","1","210"
"at:46:3040:14_at:46:3040:29_elevator_1","at:46:3040:14","at:46:3040:29","5","1","210"
"at:46:3040:14_at:46:4048:5_escalator_1","at:46:3040:14","at:46:4048:5","4","1","420"
"at:46:3040:14_at:46:4048:5_elevator_1","at:46:3040:14","at:46:4048:5","5","1","420"
"at:46:3040:15_at:46:3040:24_walkway_1","at:46:3040:15","at:46:3040:24","1","1","30"
"at:46:3040:15_at:46:3040:29_escalator_1","at:46:3040:15","at:46:3040:29","4","1","150"
"at:46:3040:15_at:46:3040:29_elevator_1","at:46:3040:15","at:46:3040:29","5","1","150"
"at:46:3040:16_at:46:3040:17_walkway_1","at:46:3040:16","at:46:3040:17","1","1","120"
"at:46:3040:16_at:46:3040:18_walkway_1","at:46:3040:16","at:46:3040:18","1","1","180"
"at:46:3040:16_at:46:3040:21_stairs_1","at:46:3040:16","at:46:3040:21","2","1","300"
"at:46:3040:16_at:46:3040:23_escalator_1","at:46:3040:16","at:46:3040:23","4","1","300"
"at:46:3040:16_at:46:3040:23_elevator_1","at:46:3040:16","at:46:3040:23","5","1","270"
"at:46:3040:16_at:46:3040:26_escalator_1","at:46:3040:16","at:46:3040:26","4","1","360"
"at:46:3040:16_at:46:3040:26_elevator_1","at:46:3040:16","at:46:3040:26","5","1","330"
"at:46:3040:16_at:46:3040:28_stairs_1","at:46:3040:16","at:46:3040:28","2","1","180"
"at:46:3040:16_at:46:3040:28_walkway_1","at:46:3040:16","at:46:3040:28","1","1","630"
"at:46:3040:16_at:46:3040:29_walkway_1","at:46:3040:16","at:46:3040:29","1","1","360"
"at:46:3040:16_at:46:3040:35_walkway_1","at:46:3040:16","at:46:3040:35","1","1","300"
"at:46:3040:17_at:46:3040:21_stairs_1","at:46:3040:17","at:46:3040:21","2","1","360"
"at:46:3040:17_at:46:3040:23_escalator_1","at:46:3040:17","at:46:3040:23","4","1","330"
"at:46:3040:17_at:46:3040:23_elevator_1","at:46:3040:17","at:46:3040:23","5","1","330"
"at:46:3040:17_at:46:3040:26_escalator_1","at:46:3040:17","at:46:3040:26","4","1","390"
"at:46:3040:17_at:46:3040:26_elevator_1","at:46:3040:17","at:46:3040:26","5","1","390"
"at:46:3040:17_at:46:3040:28_stairs_1","at:46:3040:17","at:46:3040:28","2","1","90"
